term,cur,prev,diff,ma7,z_like,total
스마트폰,10,8,2,3.714,2.147,108
애플,11,10,1,6.714,1.193,278
lg디스플레이,2,0,2,0.429,0.95,116
폴더블,5,4,1,2.571,0.933,110
아이폰,5,4,1,2.857,0.797,115
엔비디아,3,1,2,1.429,0.716,172
메타,3,3,0,1.429,0.716,28
nvidia,1,0,1,0.143,0.622,1
repair,1,0,1,0.143,0.622,1
알파벳,1,0,1,0.143,0.622,6
고성능,2,1,1,1.0,0.5,20
설비투자,1,0,1,0.286,0.465,6
픽셀,1,0,1,0.286,0.465,6
아이맥,1,1,0,0.286,0.465,2
한화솔루션,2,6,-4,1.143,0.414,9
아마존,1,0,1,0.429,0.345,9
양산,1,0,1,0.429,0.345,62
구글,5,3,2,4.143,0.282,65
amd,1,0,1,0.571,0.244,32
boe,1,0,1,0.571,0.244,18
xr,3,2,1,2.571,0.165,117
tcl,2,1,1,2.0,0.0,77
소니,2,1,1,2.0,0.0,19
노트북,3,6,-3,3.0,0.0,129
갤럭시,1,3,-2,1.857,-0.363,108
벤츠,1,1,0,2.714,-0.648,26
디스플레이,2,4,-2,4.0,-0.667,219
lg화학,1,25,-24,3.714,-0.927,26
모바일,1,0,1,3.857,-0.964,73
삼성전자,9,5,4,14.143,-1.08,496
모니터,2,6,-4,7.143,-1.4,159
oled,4,6,-2,11.429,-1.696,334
lg전자,3,3,0,16.857,-2.714,234
tv,5,12,-7,21.429,-2.919,353
