term,cur,prev,diff,ma7,z_like,total
구글,6,3,3,3.0,1.098,63
amd,2,0,2,0.429,0.95,31
메타,2,0,2,0.429,0.95,21
갤럭시북,1,0,1,0.143,0.622,2
리벨리온,1,0,1,0.143,0.622,2
엔비디아,3,1,2,1.714,0.557,173
byd,1,0,1,0.286,0.465,4
수율,1,0,1,0.429,0.345,5
아마존,1,0,1,0.429,0.345,8
아이폰,5,1,4,4.286,0.233,109
갤럭시,3,1,2,2.429,0.223,147
현대모비스,1,0,1,0.714,0.155,30
스마트폰,2,0,2,1.857,0.06,108
bmw,1,0,1,1.143,-0.069,15
소니,1,0,1,1.143,-0.069,12
공급망,1,1,0,1.143,-0.069,38
선익시스템,1,5,-4,1.571,-0.254,17
인텔,1,0,1,1.714,-0.309,37
모바일,2,15,-13,3.143,-0.412,70
디스플레이,2,3,-1,3.571,-0.544,224
벤츠,1,0,1,2.714,-0.648,25
xr,1,2,-1,2.714,-0.648,115
노트북,2,3,-1,5.286,-0.996,127
폴더블,1,6,-5,4.286,-1.07,106
삼성디스플레이,1,1,0,5.429,-1.33,98
oled,6,13,-7,12.143,-1.37,335
애플,3,10,-7,8.429,-1.391,269
모니터,1,3,-2,9.143,-2.024,169
삼성전자,5,32,-27,16.286,-2.241,528
lg전자,1,8,-7,18.571,-3.309,244
