term,cur,prev,diff,total,ma7,z_like
애플,14,16,-2,328,11.714,0.517
인텔,6,1,5,33,1.571,1.965
삼성전자,5,4,1,392,16.143,-2.221
oled,4,1,3,253,9.143,-1.278
lg전자,4,4,0,294,9.857,-1.415
구글,3,1,2,36,1.286,0.803
노트북,3,1,2,105,3.857,-0.289
모니터,3,2,1,99,4.286,-0.419
tv,3,3,0,235,4.714,-0.541
태블릿,2,0,2,9,0.286,1.117
샤오미,2,2,0,11,0.714,0.697
sk하이닉스,2,6,-4,127,7.429,-1.457
스마트워치,1,0,1,2,0.143,0.622
수출입,1,0,1,1,0.143,0.622
지멘스,1,0,1,1,0.143,0.622
올레드,1,0,1,34,0.429,0.345
4k,1,0,1,14,0.429,0.345
tsmc,1,0,1,13,0.429,0.345
boe,1,0,1,37,0.857,0.074
tcl,1,0,1,29,1.143,-0.069
엔비디아,1,0,1,95,3.429,-0.852
아이폰,1,4,-3,90,3.571,-0.89
갤럭시,1,1,0,80,4.714,-1.171
폴더블,1,1,0,154,7.714,-1.777
