term,cur,prev,diff,ma7,z_like,total
tcl,15,0,15,2.714,4.64,65
etri,4,0,4,0.714,1.781,11
필립스,3,0,3,0.571,1.383,8
엔비디아,4,2,2,1.286,1.272,167
amd,2,0,2,0.286,1.117,21
asus,2,0,2,0.286,1.117,25
tsmc,2,0,2,0.286,1.117,11
qled,2,1,1,0.429,0.95,9
노트북,10,6,4,7.429,0.69,140
amoled,1,0,1,0.143,0.622,1
asp,1,0,1,0.143,0.622,1
iphone,1,0,1,0.143,0.622,2
ppi,1,0,1,0.143,0.622,3
고효율,1,0,1,0.143,0.622,2
벤츠,1,0,1,0.143,0.622,23
세미파이브,1,0,1,0.143,0.622,1
퀄컴,1,0,1,0.143,0.622,47
픽셀,1,0,1,0.143,0.622,5
구글,3,3,0,1.714,0.557,75
apple,1,0,1,0.286,0.465,6
host,1,0,1,0.286,0.465,2
한미반도체,1,1,0,0.286,0.465,2
맥북,1,1,0,0.429,0.345,30
선익시스템,1,1,0,0.429,0.345,16
갤럭시,5,3,2,4.0,0.333,102
스마트폰,5,8,-3,4.714,0.09,97
인텔,1,0,1,1.0,0.0,41
애플,11,13,-2,11.286,-0.066,276
sk하이닉스,5,2,3,5.286,-0.087,88
폴더블,7,10,-3,7.429,-0.115,147
기아,2,1,1,2.429,-0.168,45
모바일,1,2,-1,1.714,-0.309,65
디스플레이,5,6,-1,6.143,-0.329,204
아이폰,6,6,0,7.286,-0.348,144
xr,3,5,-2,4.429,-0.46,123
ar,1,3,-2,2.429,-0.558,56
모니터,2,12,-10,3.714,-0.586,190
양산,1,4,-3,3.286,-0.813,82
lg디스플레이,2,6,-4,4.571,-0.819,144
삼성디스플레이,1,26,-25,4.0,-1.0,111
삼성전자,11,6,5,16.571,-1.099,490
oled,7,54,-47,12.286,-1.173,344
tv,4,10,-6,9.429,-1.334,315
lg전자,4,12,-8,11.429,-1.696,257
