org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,837.3038,0.0163,0.5657,837.3038
AMD,1,795.4042,0.0170,0.5374,795.4042
AMD,2,559.1183,0.0131,0.3778,559.1183
AMD,4,455.4100,0.0326,0.3077,455.4100
AMD,3,373.6614,0.0150,0.2525,373.6614
AMD,5,335.1963,0.0149,0.2265,335.1963
AMD,8,166.3553,0.0108,0.1124,166.3553
AMD,7,154.5977,0.0124,0.1045,154.5977
AMD,6,112.6053,0.0144,0.0761,112.6053
AMD,9,106.3296,0.0109,0.0718,106.3296
AMD,10,96.0229,0.0175,0.0649,96.0229
ASE,2,307.7212,0.0072,0.6308,307.7212
ASE,0,229.4171,0.0045,0.4703,229.4171
ASE,1,216.3664,0.0046,0.4435,216.3664
ASE,3,124.3248,0.0050,0.2549,124.3248
ASE,7,88.8412,0.0071,0.1821,88.8412
ASE,8,88.0297,0.0057,0.1805,88.0297
ASE,5,87.2335,0.0039,0.1788,87.2335
ASE,4,59.1534,0.0042,0.1213,59.1534
ASE,6,26.3696,0.0034,0.0541,26.3696
ASE,9,22.3852,0.0023,0.0459,22.3852
ASE,10,20.4755,0.0037,0.0420,20.4755
ASUS,0,515.1582,0.0100,0.5534,515.1582
ASUS,1,430.6722,0.0092,0.4626,430.6722
ASUS,4,420.4881,0.0301,0.4517,420.4881
ASUS,2,359.2370,0.0084,0.3859,359.2370
ASUS,3,232.8515,0.0093,0.2501,232.8515
ASUS,5,198.5076,0.0088,0.2132,198.5076
ASUS,7,90.2403,0.0072,0.0969,90.2403
ASUS,6,68.4184,0.0088,0.0735,68.4184
ASUS,9,39.1741,0.0040,0.0421,39.1741
ASUS,8,32.5779,0.0021,0.0350,32.5779
ASUS,10,28.2420,0.0051,0.0303,28.2420
AUO,0,17.8588,0.0003,0.5234,17.8588
AUO,2,17.1719,0.0004,0.5032,17.1719
AUO,1,13.7376,0.0003,0.4026,13.7376
AUO,3,13.7376,0.0006,0.4026,13.7376
AUO,5,10.3032,0.0005,0.3019,10.3032
AUO,9,6.2958,0.0006,0.1845,6.2958
AUO,4,3.5635,0.0003,0.1044,3.5635
AUO,7,3.4977,0.0003,0.1025,3.4977
