term,cur,prev,diff,ma7,z_like,total
기아,12,0,12,2.0,4.142,32
선익시스템,9,0,9,3.857,1.735,43
게이밍모니터,3,0,3,0.429,1.554,11
폴더블,12,17,-5,6.571,1.523,182
oled,15,5,10,9.0,1.5,269
벤큐,3,0,3,0.571,1.383,8
디스플레이,11,19,-8,7.571,0.914,257
tcl,3,0,3,1.143,0.898,32
tsmc,3,0,3,1.286,0.803,16
sharp,3,0,3,1.429,0.716,25
모니터,4,0,4,2.286,0.682,105
엔비디아,4,3,1,2.286,0.682,88
fhd,1,0,1,0.143,0.622,3
증착기,1,0,1,0.143,0.622,1
ar,2,1,1,0.857,0.593,45
스마트폰,6,2,4,4.286,0.558,106
공급망,3,4,-1,1.714,0.557,54
tv,6,4,2,4.429,0.506,194
amd,1,0,1,0.429,0.345,9
bmw,1,0,1,0.429,0.345,16
dell,1,0,1,0.429,0.345,7
lcd,1,0,1,0.429,0.345,15
아이패드,1,2,-1,0.429,0.345,32
xr,3,2,1,2.286,0.284,128
인텔,3,2,1,2.286,0.284,38
갤럭시,5,4,1,4.143,0.282,98
퀄컴,1,2,-1,0.571,0.244,30
삼성전자,11,16,-5,10.143,0.205,330
lg전자,10,16,-6,9.286,0.176,315
레노버,1,0,1,0.857,0.074,42
hp,2,10,-8,2.143,-0.058,37
qled,1,7,-6,1.143,-0.069,9
lg디스플레이,1,0,1,1.571,-0.254,99
노트북,2,3,-1,3.0,-0.366,104
구글,1,5,-4,2.143,-0.464,41
애플,8,8,0,10.0,-0.481,345
모바일,2,4,-2,3.857,-0.627,51
아이폰,1,2,-1,3.571,-0.89,102
삼성디스플레이,1,2,-1,3.714,-0.927,66
sk하이닉스,3,2,1,6.857,-1.066,141
