term,cur,prev,diff,ma7,z_like,total
삼성디스플레이,13,2,11,4.429,2.761,80
레노버,11,0,11,3.286,2.743,92
asus,7,2,5,1.286,2.678,22
응답속도,6,1,5,1.0,2.5,7
모니터,13,8,5,5.714,2.149,158
삼성전자,26,6,20,17.857,1.558,502
아이폰,9,4,5,5.286,1.126,108
lg전자,8,9,-1,4.714,1.036,175
갤럭시,5,2,3,2.429,1.005,240
bmw,3,3,0,1.286,0.803,14
tv,7,2,5,4.857,0.669,278
원익ips,1,0,1,0.143,0.622,3
xr,5,2,3,3.286,0.609,120
선익시스템,2,3,-1,0.857,0.593,32
카카오,1,0,1,0.286,0.465,11
벤츠,1,1,0,0.286,0.465,18
맥북,2,3,-1,1.143,0.414,96
오포,1,0,1,0.429,0.345,14
올레드,1,0,1,0.429,0.345,9
애플,12,19,-7,10.571,0.336,270
화웨이,1,2,-1,0.571,0.244,18
boe,1,0,1,0.714,0.155,23
공급망,1,0,1,0.857,0.074,36
기아,1,3,-2,0.857,0.074,15
퀄컴,3,0,3,2.857,0.053,54
구글,1,1,0,1.0,0.0,49
sk하이닉스,2,3,-1,2.143,-0.058,68
스마트폰,2,0,2,2.429,-0.168,116
tcl,1,1,0,1.429,-0.195,67
폴더블,5,12,-7,5.714,-0.211,100
모바일,2,1,1,2.714,-0.27,62
vr,3,3,0,3.857,-0.289,44
디스플레이,5,3,2,8.0,-0.784,269
노트북,3,5,-2,6.0,-0.87,143
oled,5,10,-5,9.571,-1.117,366
양산,2,11,-9,7.286,-1.429,64
lg디스플레이,3,12,-9,8.714,-1.446,155
엔비디아,1,5,-4,7.143,-1.673,222
