term,cur,prev,diff,total,ma7,z_like
삼성전자,7,1,6,65,2.286,1.877
amd,3,0,3,4,0.571,1.383
에릭슨,2,0,2,2,0.286,1.117
화웨이,2,0,2,4,0.286,1.117
갤럭시,4,0,4,23,1.714,0.99
폴더블,4,2,2,18,1.857,0.907
구글,2,0,2,10,0.571,0.814
boe,2,0,2,16,0.571,0.814
애플,9,1,8,56,6.714,0.636
엔비디아,1,0,1,8,0.143,0.622
퀄컴,1,0,1,10,0.286,0.465
lg전자,2,0,2,24,1.571,0.19
ar,2,0,2,31,1.857,0.06
삼성,21,2,19,306,21.857,-0.151
lg디스플레이,4,0,4,71,4.857,-0.268
oled,4,2,2,126,6.0,-0.58
한화,1,0,1,29,2.857,-0.69
lg,6,1,5,242,26.429,-3.327
