term,cur,prev,diff,ma7,z_like,total
디스플레이,23,1,22,8.429,3.733,173
삼성디스플레이,6,0,6,4.0,0.667,101
삼성전자,28,6,22,24.286,0.627,504
etri,1,0,1,0.143,0.622,10
필립스,1,0,1,0.143,0.622,7
nvidia,1,0,1,0.286,0.465,5
vr,1,0,1,0.286,0.465,29
갤럭시,3,2,1,2.0,0.414,96
노트북,4,2,2,3.286,0.254,145
byd,1,0,1,0.571,0.244,9
공급망,2,3,-1,1.571,0.19,30
xr,5,3,2,4.429,0.184,110
소니,1,0,1,0.714,0.155,38
인텔,1,2,-1,1.143,-0.069,31
기아,1,0,1,1.429,-0.195,53
올레드,1,1,0,1.429,-0.195,81
레노버,1,0,1,2.571,-0.604,67
엔비디아,3,0,3,6.857,-1.066,89
lg전자,2,2,0,5.714,-1.096,275
폴더블,1,1,0,5.286,-1.299,144
애플,2,5,-3,7.429,-1.457,252
oled,3,0,3,9.429,-1.579,288
tv,14,3,11,24.0,-1.695,430
