term,cur,prev,diff,total,ma7,z_like
현대모비스,9,0,9,17,1.286,3.615
삼성전자,6,1,5,64,2.143,1.565
amd,2,0,2,3,0.429,0.95
퀄컴,2,0,2,11,0.429,0.95
애플,10,1,9,57,6.857,0.869
구글,2,0,2,10,0.571,0.814
에릭슨,1,0,1,1,0.143,0.622
화웨이,1,0,1,3,0.143,0.622
엔비디아,1,0,1,8,0.143,0.622
lg전자,3,0,3,25,1.714,0.557
boe,1,0,1,15,0.429,0.345
갤럭시,2,0,2,21,1.429,0.26
폴더블,2,2,0,16,1.571,0.19
ar,1,0,1,30,1.714,-0.309
lg디스플레이,2,0,2,69,4.571,-0.819
oled,3,2,1,125,5.857,-0.835
삼성,14,2,12,299,20.857,-1.232
lg,3,1,2,239,26.0,-3.771
