term,cur,diff,z_like
딥엑스,15,15,5.22
삼성전자,28,24,3.21
엔비디아,12,10,3.01
양산,14,12,2.78
디스플레이,14,8,2.51
파나소닉,5,5,2.32
수율,6,4,2.08
아이폰,9,6,1.60
