topic_id,word,prob
0,디스플레이,1.0
0,로봇,0.6898729096683605
0,oled,0.5087277029537313
0,중국,0.4727502662557875
0,기술,0.42084691907249877
0,핵심,0.39645305086748117
0,산업의,0.21753029810666052
0,연구개발,0.2174977186739111
0,ai,0.19362111376244148
0,중소,0.19057967743363471
1,oled,1.0
1,장비,0.7930805337747173
1,중국,0.48459981062813934
1,디스플레이,0.39626996175165785
1,공급,0.23858428087289793
1,생산,0.2285027107925025
1,6세대,0.21217969116519494
1,반도체,0.18577510962684654
1,전기차,0.18020522243910705
1,실적,0.178666797115674
2,브랜드,1.0
2,효과를,0.5554867712335152
2,로봇,0.455296313189909
2,개선,0.4326978357370076
2,시스템,0.4294542432192515
2,프리미엄,0.42171326134416537
2,디바이스,0.40370976735685554
2,특허,0.40211108009161756
2,관리,0.37779107466338424
2,경험을,0.33215846220947814
3,투자,1.0
3,레이저,0.8185679190312573
3,ai,0.8179293964002154
3,높은,0.6253002802524906
3,미국,0.6056223831611388
3,led,0.5450964940781301
3,새로운,0.5371216236078485
3,가장,0.42457230309836147
3,시리즈,0.4027512191103328
3,고객,0.391994047320627
4,led,1.0
4,마이크로,0.7616099206335084
4,micro,0.7095106353010677
4,레이저,0.5460139369274626
4,프리미엄,0.37663343835106367
4,디스플레이,0.36180357303032806
4,확대될,0.3257189380711256
4,앞세워,0.3029401707507847
4,향후,0.23318738214833906
4,규모로,0.22224215818021717
5,oled,1.0
5,게이밍,0.9619951901453775
5,화면,0.6109605077991256
5,게임,0.5357941439607471
5,지원하는,0.5053915136113268
5,기능을,0.4864476022604494
5,갖춘,0.37876721068025826
5,물론,0.3761481999903151
5,모니터,0.37453415822747566
5,고성능,0.36432100678821006
6,시즌,1.0
6,앞두고,0.6340123760364584
6,많이,0.5782153007063122
6,열고,0.5416089874661117
6,새로운,0.5341011949137283
6,리그,0.5279735278443293
6,좋은,0.4429713589143449
6,경기,0.4384100885470329
6,대해,0.36774195511957325
6,라며,0.36774191936577516
7,lg디스플레이,1.0
7,oled,0.9617645098182848
7,수익성,0.6987835334942684
7,애플,0.6513636207482969
7,개선,0.6021343426063561
7,lg디스플레이는,0.5824056165496603
7,3분기,0.36083053650029606
7,경쟁력,0.34527693317662556
7,tv,0.34329463504215585
7,패널,0.3330167993860063
8,ar,1.0
8,디스플레이,0.6681962049736917
8,동시에,0.5293346028310553
8,광고,0.5254237068380381
8,모듈,0.5052306497820834
8,솔루션을,0.4910842668063249
8,led,0.3623820687011944
8,xr,0.3355932221188572
8,노트북,0.3355932201657733
8,전문,0.31901817026878804
9,ai,1.0
9,스마트폰,0.6845961044997892
9,폴더블,0.5132507269849533
9,기술,0.4831388978655017
9,ar,0.4684288315737499
9,디스플레이,0.4485260311373514
9,높은,0.26329793247577354
9,새로운,0.25874526336027837
9,차세대,0.2571834498906322
9,가격,0.19835153449660062
10,lg,1.0
10,ai,0.733326134745469
10,기술,0.5866586554526452
10,미래,0.5662944871211265
10,oled,0.5086673282668062
10,사업,0.5063139978341545
10,사업을,0.39303187300062375
10,배터리,0.3903205394158472
10,디스플레이,0.36639274456822607
10,경영,0.30684945354108495
11,oled,1.0
11,패널,0.6029513599223028
11,삼성전자,0.5861712849147916
11,메모리,0.5796522940626815
11,반도체,0.5297981170682426
11,생산,0.5047293622761
11,ltpo,0.4974766094147175
11,대형,0.4471502429780443
11,oled 패널,0.40829326607074257
11,tv,0.3997416402000951
12,중국,1.0
12,일본,0.8148908618312447
12,가장,0.7026458560249534
12,제품,0.59792713130021
12,디스플레이,0.46776374054978426
12,부품,0.4516005960862973
12,장비,0.45160058874336484
12,스마트폰,0.4337724348386618
12,게임,0.4145562601467494
12,플랫폼,0.39776172374761076
13,삼성,1.0
13,삼성전자,0.47705516046659047
13,삼성전자는,0.4064459159015701
13,프리미엄,0.3921835744519477
13,제도,0.32468020147357535
13,기자회견을,0.32468018544576327
13,전기차,0.32092184085787173
13,연구원은,0.2385091549436161
13,계열사,0.21696638797113876
13,반도체,0.20913389457107662
