term,cur,prev,diff,ma7,z_like,total
주사율,17,0,17,2.429,5.696,18
lg디스플레이,14,1,13,2.857,4.142,126
sk하이닉스,14,0,14,3.857,3.422,103
모니터,12,4,8,3.286,3.098,99
oled,13,5,8,6.429,1.859,239
갤럭시,10,11,-1,5.143,1.486,82
xr,9,4,5,4.571,1.411,150
스마트폰,7,6,1,3.857,1.06,93
lg전자,14,9,5,9.714,1.041,307
dell,2,0,2,0.429,0.95,5
공급망,3,2,1,1.429,0.716,53
디스플레이,12,27,-15,9.143,0.71,232
boe,2,2,0,0.714,0.697,36
ltpo,1,0,1,0.143,0.622,1
sk온,1,0,1,0.143,0.622,1
고성능,1,0,1,0.143,0.622,10
설비투자,1,0,1,0.143,0.622,2
수율,1,0,1,0.143,0.622,4
폭스바겐,1,0,1,0.143,0.622,2
삼성디스플레이,2,1,1,0.857,0.593,41
오포,1,0,1,0.286,0.465,8
엔비디아,4,3,1,2.857,0.425,98
생산량,1,0,1,0.429,0.345,3
폴더블,10,13,-3,8.714,0.325,151
애플,11,12,-1,9.857,0.276,304
레노버,1,0,1,0.857,0.074,48
hp,1,1,0,0.857,0.074,29
메타,1,1,0,0.857,0.074,29
ar,1,0,1,1.0,0.0,49
양산,1,3,-2,1.0,0.0,37
구글,1,2,-1,1.143,-0.069,40
노트북,4,2,2,4.429,-0.138,114
아이폰,3,6,-3,3.857,-0.289,86
삼성전자,14,28,-14,17.286,-0.637,422
tv,2,13,-11,4.0,-0.667,239
