term,cur,prev,diff,total,ma7,z_like
세미파이브,8,0,8,12,1.143,3.314
tcl,22,0,22,112,10.857,2.594
백플레인,5,0,5,5,0.714,2.323
기아,5,0,5,62,1.143,1.864
맥북,4,0,4,14,0.857,1.632
갤럭시,8,0,8,83,3.714,1.464
asus,4,0,4,17,1.286,1.272
그램,2,0,2,31,0.286,1.117
lg디스플레이,4,1,3,109,1.857,0.907
애플,8,2,6,167,5.286,0.823
hisense,1,0,1,1,0.143,0.622
hdr,1,0,1,8,0.143,0.622
벤츠,1,0,1,17,0.143,0.622
하이센스,1,0,1,24,0.143,0.622
tsmc,2,1,1,27,0.857,0.593
메타,2,2,0,25,1.0,0.5
csot,1,0,1,4,0.286,0.465
아이패드,1,0,1,5,0.286,0.465
양산,2,1,1,35,1.143,0.414
amd,1,0,1,29,0.429,0.345
엔비디아,2,0,2,82,1.429,0.26
스마트폰,5,0,5,102,4.571,0.137
폴더블,1,0,1,63,0.857,0.074
vr,1,1,0,16,1.0,0.0
ar,1,1,0,32,1.286,-0.134
모바일,1,0,1,54,1.286,-0.134
모니터,3,2,1,141,3.857,-0.289
hp,1,0,1,70,4.143,-1.035
oled,8,2,6,493,14.143,-1.29
소니,4,0,4,81,10.286,-1.494
