term,cur,prev,diff,ma7,z_like,total
삼성전자,42,17,25,17.857,4.62,428
카카오,12,0,12,1.857,4.293,37
엔비디아,18,6,12,9.714,2.013,153
수율,4,0,4,0.571,1.953,17
모니터,19,14,5,10.714,1.939,149
갤럭시,10,4,6,4.429,1.795,136
모바일,7,0,7,2.429,1.787,32
폴더블,16,8,8,9.857,1.484,227
sk하이닉스,4,0,4,1.143,1.381,74
oled,18,24,-6,12.857,1.122,335
apple,2,0,2,0.286,1.117,6
sharp,1,0,1,0.143,0.622,10
파나소닉,1,0,1,0.143,0.622,6
스마트폰,5,1,4,3.286,0.609,100
lcd,2,1,1,0.857,0.593,34
kaist,2,4,-2,1.0,0.5,28
설비투자,1,0,1,0.286,0.465,11
현대모비스,1,0,1,0.286,0.465,2
애플,15,7,8,13.286,0.369,312
xr,3,1,2,2.143,0.348,69
byd,1,0,1,0.429,0.345,9
주사율,1,1,0,0.429,0.345,4
샤오미,2,0,2,1.286,0.335,22
아이폰,8,3,5,6.857,0.316,114
삼성디스플레이,4,5,-1,3.143,0.309,58
asus,2,1,1,1.429,0.26,22
tv,6,1,5,5.571,0.128,209
공급망,1,0,1,0.857,0.074,51
lg전자,10,6,4,9.714,0.069,311
hp,1,0,1,1.286,-0.134,39
디스플레이,5,4,1,5.571,-0.17,162
노트북,3,0,3,3.857,-0.289,95
구글,1,0,1,1.714,-0.309,93
lg디스플레이,1,3,-2,1.714,-0.309,100
ar,1,0,1,2.143,-0.464,71
