term,cur,diff,z_like
삼성전자,42,25,4.62
카카오,12,12,4.29
엔비디아,18,12,2.01
수율,4,4,1.95
모니터,19,5,1.94
갤럭시,10,6,1.79
모바일,7,7,1.79
