term,cur,prev,diff,total,ma7,z_like
삼성디스플레이,36,2,34,81,6.571,8.258
퀄컴,14,0,14,41,2.0,4.971
lg전자,16,3,13,199,5.0,3.399
boe,8,0,8,32,1.143,3.314
폴더블,8,0,8,85,2.143,2.377
사이니지,5,0,5,11,0.714,2.323
amd,3,1,2,49,0.571,1.383
tv,10,3,7,229,5.429,1.373
저전력,2,0,2,6,0.286,1.117
메타,2,0,2,13,0.286,1.117
현대모비스,4,0,4,40,1.857,0.907
nvidia,2,2,0,21,0.714,0.697
고효율,1,0,1,3,0.143,0.622
화웨이,1,0,1,9,0.143,0.622
lg화학,1,0,1,17,0.143,0.622
sk온,1,0,1,19,0.143,0.622
4k,1,0,1,7,0.286,0.465
고성능,1,0,1,24,0.286,0.465
샤오미,1,0,1,28,0.286,0.465
qled,1,1,0,4,0.429,0.345
아마존,1,1,0,26,0.429,0.345
lcd,2,2,0,22,1.286,0.335
한미반도체,1,1,0,7,0.571,0.244
태블릿,1,0,1,20,0.571,0.244
asus,1,1,0,17,1.429,-0.195
모바일,1,1,0,43,2.429,-0.558
애플,3,2,1,237,5.0,-0.618
벤츠,2,1,1,149,9.429,-1.825
