term,cur,prev,diff,total,ma7,z_like
퀀텀닷,13,0,13,13,1.857,4.716
노트북,6,2,4,134,3.286,0.965
모니터,5,2,3,163,2.571,0.933
ar,3,0,3,50,1.429,0.716
엔비디아,3,2,1,88,1.429,0.716
태블릿,2,1,1,15,0.714,0.697
하이센스,1,0,1,1,0.143,0.622
amoled,1,0,1,2,0.143,0.622
패드,1,0,1,2,0.143,0.622
설비투자,1,0,1,3,0.143,0.622
해상도,1,0,1,3,0.143,0.622
수율,1,0,1,10,0.143,0.622
엘지전자,1,1,0,2,0.286,0.465
마이크로소프트,1,0,1,4,0.286,0.465
고효율,1,0,1,6,0.286,0.465
샤오미,1,0,1,16,0.286,0.465
고성능,1,0,1,22,0.286,0.465
vr,1,0,1,22,0.429,0.345
lg화학,1,0,1,47,0.429,0.345
레노버,1,1,0,56,0.429,0.345
4k,1,0,1,14,0.571,0.244
asus,1,1,0,18,0.857,0.074
공급망,2,1,1,39,2.429,-0.168
구글,1,1,0,83,1.571,-0.254
인텔,1,0,1,30,1.714,-0.309
