org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,2,2.7726,0.0188,0.5561,2.7726
AMD,11,2.2019,0.0094,0.4416,2.2019
AMD,13,1.5282,0.0127,0.3065,1.5282
AMD,7,1.4679,0.0108,0.2944,1.4679
AMD,4,1.4396,0.0097,0.2887,1.4396
AMD,5,1.3863,0.0070,0.2780,1.3863
AMD,10,0.8145,0.0092,0.1634,0.8145
AMD,3,0.7487,0.0029,0.1502,0.7487
AMD,6,0.7487,0.0025,0.1502,0.7487
AMD,9,0.7340,0.0072,0.1472,0.7340
AMD,0,0.7198,0.0032,0.1444,0.7198
AMD,1,0.7062,0.0025,0.1416,0.7062
AMD,12,0.7062,0.0023,0.1416,0.7062
ASUS,4,3.5991,0.0243,0.6393,3.5991
ASUS,13,2.2923,0.0190,0.4072,2.2923
ASUS,10,1.6290,0.0183,0.2894,1.6290
ASUS,3,1.4974,0.0058,0.2660,1.4974
ASUS,8,1.4974,0.0106,0.2660,1.4974
ASUS,7,1.4679,0.0108,0.2607,1.4679
ASUS,11,1.4679,0.0062,0.2607,1.4679
ASUS,6,0.7487,0.0025,0.1330,0.7487
ASUS,0,0.7198,0.0032,0.1279,0.7198
ASUS,2,0.6931,0.0047,0.1231,0.6931
ASUS,5,0.6931,0.0035,0.1231,0.6931
BOE,6,12.7282,0.0419,0.5354,12.7282
BOE,11,9.5416,0.0406,0.4013,9.5416
BOE,5,8.3178,0.0418,0.3499,8.3178
BOE,1,7.7684,0.0276,0.3268,7.7684
BOE,3,7.4872,0.0288,0.3149,7.4872
BOE,12,7.0622,0.0231,0.2971,7.0622
BOE,0,5.7585,0.0257,0.2422,5.7585
BOE,4,4.3189,0.0291,0.1817,4.3189
BOE,2,2.7726,0.0188,0.1166,2.7726
BOE,13,2.2923,0.0190,0.0964,2.2923
BOE,7,2.2019,0.0162,0.0926,2.2019
BOE,9,2.2019,0.0217,0.0926,2.2019
BOE,8,1.4974,0.0106,0.0630,1.4974
CES,0,17.2756,0.0772,0.8057,17.2756
CES,1,6.3560,0.0226,0.2964,6.3560
CES,6,5.9897,0.0197,0.2794,5.9897
CES,12,4.9435,0.0162,0.2306,4.9435
CES,3,4.4923,0.0173,0.2095,4.4923
CES,11,3.6698,0.0156,0.1712,3.6698
CES,5,3.4657,0.0174,0.1616,3.4657
CES,8,2.9949,0.0212,0.1397,2.9949
CES,9,1.4679,0.0145,0.0685,1.4679
CES,4,1.4396,0.0097,0.0671,1.4396
CES,10,0.8145,0.0092,0.0380,0.8145
CES,7,0.7340,0.0054,0.0342,0.7340
CES,2,0.6931,0.0047,0.0323,0.6931
CSOT,6,12.7282,0.0419,0.5586,12.7282
CSOT,1,9.1809,0.0326,0.4029,9.1809
CSOT,12,9.1809,0.0300,0.4029,9.1809
CSOT,5,9.0109,0.0453,0.3955,9.0109
CSOT,11,5.8718,0.0250,0.2577,5.8718
CSOT,0,5.0387,0.0225,0.2211,5.0387
CSOT,3,3.7436,0.0144,0.1643,3.7436
CSOT,4,3.5991,0.0243,0.1580,3.5991
CSOT,13,3.0564,0.0253,0.1341,3.0564
CSOT,7,2.2019,0.0162,0.0966,2.2019
CSOT,8,1.4974,0.0106,0.0657,1.4974
CSOT,9,1.4679,0.0145,0.0644,1.4679
CSOT,2,1.3863,0.0094,0.0608,1.3863
Harman,1,3.5311,0.0125,0.4259,3.5311
Harman,12,3.5311,0.0115,0.4259,3.5311
Harman,3,2.9949,0.0115,0.3612,2.9949
Harman,2,2.7726,0.0188,0.3344,2.7726
Harman,8,2.2462,0.0159,0.2709,2.2462
Harman,11,2.2019,0.0094,0.2656,2.2019
Harman,0,2.1594,0.0096,0.2605,2.1594
Harman,5,2.0794,0.0105,0.2508,2.0794
Harman,6,1.4974,0.0049,0.1806,1.4974
Harman,9,1.4679,0.0145,0.1771,1.4679
Harman,4,1.4396,0.0097,0.1737,1.4396
Harman,10,0.8145,0.0092,0.0982,0.8145
Harman,13,0.7641,0.0063,0.0922,0.7641
Harman,7,0.7340,0.0054,0.0885,0.7340
LG디스플레이,6,49.4153,0.1626,0.5138,49.4153
LG디스플레이,0,41.7493,0.1865,0.4341,41.7493
LG디스플레이,11,39.6343,0.1687,0.4121,39.6343
LG디스플레이,12,32.4861,0.1062,0.3378,32.4861
LG디스플레이,1,25.4239,0.0902,0.2643,25.4239
LG디스플레이,3,23.9589,0.0922,0.2491,23.9589
LG디스플레이,5,20.7944,0.1045,0.2162,20.7944
LG디스플레이,13,13.7538,0.1139,0.1430,13.7538
LG디스플레이,9,11.7435,0.1159,0.1221,11.7435
LG디스플레이,8,11.2308,0.0794,0.1168,11.2308
LG디스플레이,2,11.0904,0.0751,0.1153,11.0904
LG디스플레이,7,9.5416,0.0703,0.0992,9.5416
LG디스플레이,4,9.3576,0.0631,0.0973,9.3576
LG디스플레이,10,5.7016,0.0642,0.0593,5.7016
LG전자,7,19.0832,0.1405,0.4434,19.0832
LG전자,1,16.9493,0.0602,0.3938,16.9493
LG전자,12,16.9493,0.0554,0.3938,16.9493
LG전자,13,12.9897,0.1076,0.3018,12.9897
LG전자,5,12.4766,0.0627,0.2899,12.4766
LG전자,11,11.7435,0.0500,0.2729,11.7435
LG전자,8,9.7333,0.0688,0.2262,9.7333
LG전자,6,8.9846,0.0296,0.2088,8.9846
