date,semantic_key,topic_id,avg_sentiment,article_count
2026-06-18,Set_Manufacturer,0,0.4903,534
2026-06-18,IT_OLED_Topic,1,0.4895,438
2026-06-18,Foldable_Display_Topic,2,0.4899,478
2026-06-18,TV_Display_Topic,3,0.489,353
2026-06-18,Gaming_Monitor_Topic,4,0.4888,454
2026-06-18,Platform_Company,5,0.4885,457
2026-06-18,Automotive_Display_Topic,6,0.4885,441
2026-06-18,XR_Device_Topic,7,0.4896,488
2026-06-18,Panel_Manufacturer,8,0.49,493
2026-06-18,Flexible_Display_Topic,9,0.4906,515
2026-06-19,Flexible_Display_Topic,0,0.456,443
2026-06-19,Automotive_Display_Topic,1,0.4551,411
2026-06-19,Display_Materials_Topic,2,0.456,506
2026-06-20,Automotive_Display_Topic,0,0.5093,346
2026-06-20,Set_Manufacturer,1,0.5103,280
2026-06-21,Set_Manufacturer,0,0.4963,239
2026-06-21,Foldable_Display_Topic,1,0.4957,237
2026-06-21,Equipment_Maker,2,0.4961,264
2026-06-21,Platform_Company,3,0.4962,238
2026-06-21,Apple_Display_Topic,4,0.4964,245
2026-06-21,Flexible_Display_Topic,5,0.4964,255
2026-06-21,Panel_Manufacturer,6,0.496,252
2026-06-21,Automotive_Display_Topic,7,0.4964,269
2026-06-21,Display_Materials_Topic,8,0.496,255
2026-06-21,MicroLED_Topic,9,0.4958,268
2026-06-22,TV_Display_Topic,0,0.4759,296
2026-06-22,Set_Manufacturer,1,0.4751,315
2026-06-22,Gaming_Monitor_Topic,2,0.4747,218
2026-06-23,Smartphone_Display_Topic,0,0.4909,465
2026-06-23,Panel_Manufacturer,1,0.4899,387
2026-06-23,Quantum_Dot_Topic,2,0.491,456
2026-06-23,Flexible_Display_Topic,3,0.4908,394
2026-06-23,Gaming_Monitor_Topic,4,0.4907,487
2026-06-23,MicroLED_Topic,5,0.4915,395
2026-06-23,TV_Display_Topic,6,0.4898,360
2026-06-23,Apple_Display_Topic,7,0.4912,436
2026-06-23,Set_Manufacturer,8,0.4907,469
2026-06-23,Display_Materials_Topic,9,0.4907,449
2026-06-24,Flexible_Display_Topic,0,0.5315,317
2026-06-24,Foldable_Display_Topic,1,0.5317,428
2026-06-24,Set_Manufacturer,2,0.5312,482
2026-06-24,Panel_Manufacturer,3,0.5314,362
2026-06-25,Set_Manufacturer,0,0.5252,460
2026-06-25,TV_Display_Topic,1,0.5251,409
2026-06-25,Display_Materials_Topic,2,0.525,420
2026-06-25,Equipment_Maker,3,0.5249,450
2026-06-25,Gaming_Monitor_Topic,4,0.5249,349
2026-06-25,Foldable_Display_Topic,5,0.525,427
2026-06-25,Apple_Display_Topic,6,0.5251,445
2026-06-25,Automotive_Display_Topic,7,0.525,465
2026-06-25,Panel_Manufacturer,8,0.5253,406
2026-06-25,Flexible_Display_Topic,9,0.5255,361
2026-06-26,Automotive_Display_Topic,0,0.5317,386
2026-06-26,TV_Display_Topic,1,0.5324,466
2026-06-27,Automotive_Display_Topic,0,0.4985,308
2026-06-27,Panel_Manufacturer,1,0.4986,325
2026-06-27,Display_Materials_Topic,2,0.4998,253
2026-06-27,Set_Manufacturer,3,0.4988,349
2026-06-27,Flexible_Display_Topic,4,0.4986,370
2026-06-28,MicroLED_Topic,0,0.5232,240
2026-06-28,Equipment_Maker,1,0.5234,249
2026-06-28,Set_Manufacturer,2,0.5243,303
2026-06-29,Set_Manufacturer,0,0.4534,331
2026-06-29,Flexible_Display_Topic,1,0.4542,418
2026-06-30,Foldable_Display_Topic,0,0.551,472
2026-06-30,Display_Materials_Topic,1,0.5509,393
2026-06-30,Apple_Display_Topic,2,0.5525,386
2026-06-30,Transparent_Display_Topic,3,0.5511,434
2026-06-30,Flexible_Display_Topic,4,0.5516,405
2026-06-30,Panel_Manufacturer,5,0.5513,489
2026-06-30,Set_Manufacturer,6,0.5512,463
2026-07-01,Panel_Manufacturer,0,0.5269,493
2026-07-01,Flexible_Display_Topic,1,0.5275,268
2026-07-01,Set_Manufacturer,2,0.5274,362
2026-07-01,Smartphone_Display_Topic,3,0.5287,285
2026-07-01,Foldable_Display_Topic,4,0.5272,458
2026-07-01,MicroLED_Topic,5,0.5271,474
2026-07-02,Material_Supplier,0,0.4657,512
2026-07-02,Smartphone_Display_Topic,1,0.4655,438
2026-07-02,Flexible_Display_Topic,2,0.4658,456
2026-07-02,Automotive_Display_Topic,3,0.4656,531
2026-07-02,Display_Materials_Topic,4,0.4659,543
2026-07-02,Set_Manufacturer,5,0.4658,479
2026-07-02,Panel_Manufacturer,6,0.4659,444
2026-07-02,Foldable_Display_Topic,7,0.4658,502
2026-07-02,MicroLED_Topic,8,0.4655,504
2026-07-03,Flexible_Display_Topic,0,0.4999,551
2026-07-03,MicroLED_Topic,1,0.4998,533
2026-07-03,Set_Manufacturer,2,0.5002,487
2026-07-03,Foldable_Display_Topic,3,0.5002,555
2026-07-03,Quantum_Dot_Topic,4,0.5007,470
2026-07-03,Smartphone_Display_Topic,5,0.4999,555
2026-07-03,Panel_Manufacturer,6,0.5003,541
2026-07-04,Quantum_Dot_Topic,0,0.5165,372
2026-07-04,Automotive_Display_Topic,1,0.5152,332
2026-07-04,Flexible_Display_Topic,2,0.5163,332
2026-07-04,Foldable_Display_Topic,3,0.5165,352
2026-07-04,Set_Manufacturer,4,0.5167,394
2026-07-05,MicroLED_Topic,0,0.557,108
2026-07-05,Set_Manufacturer,1,0.56,273
2026-07-06,Platform_Company,0,0.4625,383
2026-07-06,Panel_Manufacturer,1,0.4604,294
2026-07-06,Flexible_Display_Topic,2,0.4626,354
2026-07-06,Display_Materials_Topic,3,0.4623,345
2026-07-06,MicroLED_Topic,4,0.4606,329
2026-07-06,Set_Manufacturer,5,0.4624,385
2026-07-07,Display_Materials_Topic,0,0.4856,488
2026-07-07,Panel_Manufacturer,1,0.4849,342
2026-07-07,Automotive_Display_Topic,2,0.4852,312
2026-07-07,Flexible_Display_Topic,3,0.4851,448
2026-07-07,Foldable_Display_Topic,4,0.4854,489
2026-07-07,TV_Display_Topic,5,0.4851,442
2026-07-07,Set_Manufacturer,6,0.4855,416
2026-07-08,Gaming_Monitor_Topic,0,0.489,340
2026-07-08,XR_Device_Topic,1,0.4888,479
2026-07-08,Flexible_Display_Topic,2,0.489,538
2026-07-09,Apple_Display_Topic,0,0.5491,282
2026-07-09,XR_Device_Topic,1,0.5501,455
2026-07-09,Automotive_Display_Topic,2,0.5497,396
2026-07-09,Gaming_Monitor_Topic,3,0.5498,372
2026-07-09,Flexible_Display_Topic,4,0.5505,491
2026-07-10,Smartphone_Display_Topic,0,0.4975,310
2026-07-10,Automotive_Display_Topic,1,0.4977,383
2026-07-10,Platform_Company,2,0.4972,396
2026-07-10,Flexible_Display_Topic,3,0.4969,459
2026-07-12,Automotive_Display_Topic,0,0.4938,189
2026-07-12,Set_Manufacturer,1,0.4953,256
2026-07-13,Set_Manufacturer,0,0.4825,308
2026-07-13,Display_Materials_Topic,1,0.481,411
2026-07-14,Set_Manufacturer,0,0.4319,337
2026-07-14,Equipment_Maker,1,0.4301,393
2026-07-14,Panel_Manufacturer,2,0.431,365
2026-07-14,Flexible_Display_Topic,3,0.4308,467
2026-07-15,Flexible_Display_Topic,0,0.4694,361
2026-07-15,IT_OLED_Topic,1,0.469,362
2026-07-15,Set_Manufacturer,2,0.4701,450
2026-07-15,Display_Materials_Topic,3,0.4692,342
2026-07-16,Panel_Manufacturer,0,0.4524,423
2026-07-16,Gaming_Monitor_Topic,1,0.4524,406
