term,cur,prev,diff,total,ma7,z_like
kaist,9,1,8,26,1.429,3.449
퀄컴,10,0,10,35,1.857,3.446
인텔,5,1,4,55,1.286,1.741
아이폰,4,2,2,67,1.286,1.272
노트북,7,1,6,100,3.429,1.252
하이센스,2,0,2,10,0.286,1.117
hp,3,1,2,24,0.857,1.113
삼성디스플레이,3,1,2,148,1.286,0.803
엔비디아,5,3,2,116,2.857,0.797
ald,1,0,1,1,0.143,0.622
hdr,1,0,1,1,0.143,0.622
미디어텍,1,0,1,2,0.143,0.622
오포,1,0,1,4,0.143,0.622
마이크로소프트,1,0,1,9,0.143,0.622
xr,5,2,3,106,3.429,0.551
tsmc,2,2,0,20,1.0,0.5
woled,1,1,0,3,0.286,0.465
선익시스템,1,1,0,15,0.286,0.465
공급망,1,0,1,22,0.286,0.465
폴더블,4,3,1,101,3.429,0.2
모바일,1,0,1,42,0.857,0.074
고성능,1,1,0,26,1.571,-0.254
벤츠,2,2,0,151,5.286,-0.996
