term,cur,prev,diff,total,ma7,z_like
lg전자,31,24,7,273,13.0,3.908
퀄컴,10,0,10,35,1.857,3.446
kaist,9,1,8,26,1.429,3.449
스마트폰,8,6,2,90,4.857,0.981
디스플레이,8,7,1,199,5.714,0.674
노트북,7,1,6,100,3.429,1.252
애플,6,8,-2,211,6.143,-0.041
인텔,5,1,4,55,1.286,1.741
엔비디아,5,3,2,116,2.857,0.797
xr,5,2,3,106,3.429,0.551
tv,5,8,-3,199,6.571,-0.441
아이폰,4,2,2,67,1.286,1.272
폴더블,4,3,1,101,3.429,0.2
hp,3,1,2,24,0.857,1.113
삼성디스플레이,3,1,2,148,1.286,0.803
sk하이닉스,3,6,-3,53,2.0,0.414
lg디스플레이,3,11,-8,122,5.286,-0.693
기아,3,11,-8,72,6.0,-0.87
삼성전자,3,8,-5,376,9.571,-1.605
하이센스,2,0,2,10,0.286,1.117
tsmc,2,2,0,20,1.0,0.5
갤럭시,2,5,-3,74,3.0,-0.366
모니터,2,12,-10,103,5.143,-0.962
벤츠,2,2,0,151,5.286,-0.996
마이크로소프트,1,0,1,9,0.143,0.622
오포,1,0,1,4,0.143,0.622
미디어텍,1,0,1,2,0.143,0.622
ald,1,0,1,1,0.143,0.622
hdr,1,0,1,1,0.143,0.622
공급망,1,0,1,22,0.286,0.465
선익시스템,1,1,0,15,0.286,0.465
woled,1,1,0,3,0.286,0.465
샤오미,1,2,-1,13,0.571,0.244
모바일,1,0,1,42,0.857,0.074
boe,1,2,-1,35,0.857,0.074
ar,1,2,-1,37,1.0,0.0
주사율,1,5,-4,9,1.0,0.0
고성능,1,1,0,26,1.571,-0.254
구글,1,3,-2,63,4.429,-1.104
현대모비스,1,2,-1,55,4.571,-1.138
oled,1,22,-21,285,8.857,-1.976
