term,cur,prev,diff,total,ma7,z_like
노트북,13,2,11,129,5.571,2.211
맥북,4,0,4,12,0.714,1.781
샤오미,3,0,3,16,0.571,1.383
ar,4,0,4,31,1.286,1.272
vr,3,0,3,11,0.714,1.239
아이패드,2,0,2,4,0.286,1.117
애플,11,1,10,173,7.143,1.05
갤럭시북,2,1,1,4,0.429,0.95
하이센스,2,0,2,23,0.429,0.95
폴더블,4,2,2,83,2.0,0.828
아이폰,4,3,1,65,2.143,0.754
픽셀,1,0,1,6,0.143,0.622
sk하이닉스,5,3,2,47,3.286,0.609
삼성디스플레이,2,0,2,161,0.857,0.593
스마트폰,4,2,2,89,2.571,0.549
수율,1,0,1,2,0.286,0.465
패드,1,0,1,3,0.286,0.465
asus,1,0,1,8,0.286,0.465
카카오,1,0,1,11,0.286,0.465
기아,1,0,1,57,0.286,0.465
lcd,2,0,2,28,1.143,0.414
hud,1,0,1,4,0.429,0.345
고성능,1,0,1,16,0.429,0.345
양산,2,2,0,31,1.286,0.335
hp,2,0,2,43,1.286,0.335
amd,1,0,1,27,0.714,0.155
tcl,1,0,1,40,0.714,0.155
tv,7,2,5,331,6.714,0.08
갤럭시,1,0,1,66,1.286,-0.134
lg디스플레이,1,0,1,122,1.714,-0.309
구글,2,2,0,59,2.857,-0.319
엔비디아,1,0,1,86,2.571,-0.604
모니터,1,0,1,207,3.0,-0.732
인텔,1,0,1,50,3.143,-0.773
디스플레이,1,0,1,236,7.857,-1.803
