term,cur,prev,diff,ma7,z_like,total,date
폴더블,24,31,-7,10.571,3.159,220,2026-07-24
갤럭시,32,33,-1,18.286,2.599,214,2026-07-24
알파벳,5,3,2,1.571,1.521,15,2026-07-24
lg디스플레이,14,35,-21,8.286,1.473,133,2026-07-24
기아,4,0,4,1.429,1.171,42,2026-07-24
삼성전자,19,19,0,13.714,1.124,352,2026-07-24
인텔,3,0,3,0.857,1.113,32,2026-07-24
맥북,3,2,1,0.857,1.113,36,2026-07-24
amd,3,1,2,1.0,1.0,16,2026-07-24
고성능,2,0,2,0.429,0.95,9,2026-07-24
태블릿,2,0,2,0.429,0.95,11,2026-07-24
아이맥,2,1,1,0.429,0.95,3,2026-07-24
모니터,5,3,2,2.714,0.863,98,2026-07-24
애플,12,7,5,9.143,0.71,334,2026-07-24
capex,1,0,1,0.143,0.622,1,2026-07-24
노키아,1,0,1,0.143,0.622,4,2026-07-24
텐센트,1,0,1,0.143,0.622,2,2026-07-24
필립스,1,0,1,0.143,0.622,1,2026-07-24
dell,1,0,1,0.286,0.465,9,2026-07-24
비보,1,0,1,0.286,0.465,6,2026-07-24
lg전자,9,2,7,7.286,0.463,267,2026-07-24
소니,1,1,0,0.429,0.345,7,2026-07-24
구글,3,6,-3,2.286,0.284,48,2026-07-24
lcd,1,1,0,0.571,0.244,15,2026-07-24
sharp,1,0,1,0.857,0.074,28,2026-07-24
공급망,1,1,0,0.857,0.074,47,2026-07-24
스마트폰,3,2,1,3.0,0.0,105,2026-07-24
레노버,2,10,-8,2.0,0.0,51,2026-07-24
모바일,1,2,-1,1.143,-0.069,51,2026-07-24
hp,1,4,-3,1.143,-0.069,43,2026-07-24
oled,22,60,-38,23.286,-0.221,366,2026-07-24
ar,1,4,-3,1.714,-0.309,44,2026-07-24
퀄컴,1,7,-6,1.857,-0.363,35,2026-07-24
xr,3,1,2,4.286,-0.419,97,2026-07-24
tv,2,6,-4,4.286,-0.744,179,2026-07-24
삼성디스플레이,3,16,-13,5.857,-0.835,86,2026-07-24
노트북,1,2,-1,4.143,-1.035,104,2026-07-24
디스플레이,8,66,-58,16.0,-1.6,312,2026-07-24
amd,11,3,8,2.571,3.237,27,2026-07-25
양산,3,0,3,0.571,1.383,28,2026-07-25
hp,5,1,4,1.857,1.33,48,2026-07-25
아이폰,4,0,4,1.714,0.99,81,2026-07-25
올레드,2,0,2,0.714,0.697,11,2026-07-25
8k,1,0,1,0.143,0.622,2,2026-07-25
merck,1,0,1,0.143,0.622,1,2026-07-25
딥엑스,1,0,1,0.143,0.622,4,2026-07-25
사이니지,1,0,1,0.143,0.622,3,2026-07-25
현대모비스,1,0,1,0.143,0.622,7,2026-07-25
sk하이닉스,4,0,4,2.571,0.549,122,2026-07-25
샤오미,1,0,1,0.286,0.465,10,2026-07-25
비보,1,1,0,0.429,0.345,7,2026-07-25
애플,9,12,-3,7.857,0.301,335,2026-07-25
nvidia,1,0,1,0.571,0.244,5,2026-07-25
카카오,1,0,1,0.571,0.244,13,2026-07-25
구글,3,3,0,2.429,0.223,50,2026-07-25
인텔,1,3,-2,0.714,0.155,33,2026-07-25
갤럭시,21,32,-11,20.429,0.104,233,2026-07-25
메타,1,0,1,0.857,0.074,23,2026-07-25
퀄컴,2,1,1,2.0,0.0,34,2026-07-25
스마트폰,3,3,0,3.0,0.0,105,2026-07-25
모바일,1,1,0,1.143,-0.069,52,2026-07-25
레노버,2,2,0,2.286,-0.114,53,2026-07-25
기아,1,4,-3,1.286,-0.134,43,2026-07-25
