term,cur,prev,diff,ma7,z_like,total
인텔,6,1,5,1.571,1.965,33
태블릿,2,0,2,0.286,1.117,9
구글,3,1,2,1.286,0.803,36
샤오미,2,2,0,0.714,0.697,11
수출입,1,0,1,0.143,0.622,1
스마트워치,1,0,1,0.143,0.622,2
지멘스,1,0,1,0.143,0.622,1
애플,14,16,-2,11.714,0.517,328
4k,1,0,1,0.429,0.345,14
tsmc,1,0,1,0.429,0.345,13
올레드,1,0,1,0.429,0.345,34
boe,1,0,1,0.857,0.074,37
tcl,1,0,1,1.143,-0.069,29
노트북,3,1,2,3.857,-0.289,105
모니터,3,2,1,4.286,-0.419,99
tv,3,3,0,4.714,-0.541,235
엔비디아,1,0,1,3.429,-0.852,95
아이폰,1,4,-3,3.571,-0.89,90
갤럭시,1,1,0,4.714,-1.171,80
oled,4,1,3,9.143,-1.278,253
lg전자,4,4,0,9.857,-1.415,294
sk하이닉스,2,6,-4,7.429,-1.457,127
폴더블,1,1,0,7.714,-1.777,154
삼성전자,5,4,1,16.143,-2.221,392
