term,cur,prev,diff,total,ma7,z_like
아마존,13,1,12,23,2.571,4.005
선익시스템,9,0,9,38,1.286,3.615
lg화학,6,0,6,22,0.857,2.67
ar,8,1,7,44,2.286,2.275
아이폰,5,3,2,82,2.143,1.16
픽셀,2,0,2,4,0.286,1.117
알파벳,2,0,2,14,0.429,0.95
bmw,2,0,2,13,0.714,0.697
sharp,2,0,2,27,0.714,0.697
amd,2,1,1,31,0.714,0.697
hud,1,0,1,1,0.143,0.622
microsoft,1,0,1,1,0.143,0.622
울트라와이드,1,0,1,1,0.143,0.622
현대자동차,1,0,1,1,0.143,0.622
vr,1,0,1,2,0.143,0.622
asus,1,0,1,4,0.143,0.622
xr,3,1,2,94,1.714,0.557
프로아트,1,1,0,3,0.286,0.465
고효율,1,0,1,4,0.286,0.465
딥엑스,1,0,1,5,0.286,0.465
tcl,1,1,0,18,0.286,0.465
nvidia,1,0,1,8,0.429,0.345
하이센스,1,0,1,9,0.429,0.345
삼성디스플레이,1,0,1,79,0.429,0.345
벤츠,1,0,1,7,0.571,0.244
boe,1,1,0,20,1.0,0.0
tsmc,1,0,1,24,1.571,-0.254
폴더블,3,1,2,226,4.286,-0.419
갤럭시,5,0,5,275,8.571,-0.909
