term,cur,prev,diff,total,ma7,z_like
아마존,13,1,12,23,2.571,4.005
삼성전자,11,31,-20,380,11.714,-0.162
선익시스템,9,0,9,38,1.286,3.615
ar,8,1,7,44,2.286,2.275
스마트폰,8,5,3,109,3.857,1.398
lg전자,8,38,-30,265,10.286,-0.543
oled,7,30,-23,380,10.714,-0.869
lg화학,6,0,6,22,0.857,2.67
lg디스플레이,6,30,-24,148,7.857,-0.488
아이폰,5,3,2,82,2.143,1.16
tv,5,6,-1,132,4.714,0.09
갤럭시,5,0,5,275,8.571,-0.909
애플,5,12,-7,298,10.286,-1.256
xr,3,1,2,94,1.714,0.557
sk하이닉스,3,5,-2,133,4.143,-0.377
폴더블,3,1,2,226,4.286,-0.419
디스플레이,3,8,-5,311,7.143,-1.128
픽셀,2,0,2,4,0.286,1.117
알파벳,2,0,2,14,0.429,0.95
amd,2,1,1,31,0.714,0.697
sharp,2,0,2,27,0.714,0.697
bmw,2,0,2,13,0.714,0.697
양산,2,4,-2,30,1.429,0.26
노트북,2,4,-2,104,3.0,-0.366
asus,1,0,1,4,0.143,0.622
vr,1,0,1,2,0.143,0.622
hud,1,0,1,1,0.143,0.622
microsoft,1,0,1,1,0.143,0.622
울트라와이드,1,0,1,1,0.143,0.622
현대자동차,1,0,1,1,0.143,0.622
tcl,1,1,0,18,0.286,0.465
딥엑스,1,0,1,5,0.286,0.465
고효율,1,0,1,4,0.286,0.465
프로아트,1,1,0,3,0.286,0.465
삼성디스플레이,1,0,1,79,0.429,0.345
하이센스,1,0,1,9,0.429,0.345
nvidia,1,0,1,8,0.429,0.345
벤츠,1,0,1,7,0.571,0.244
마이크로소프트,1,2,-1,5,0.714,0.155
boe,1,1,0,20,1.0,0.0
공급망,1,2,-1,37,1.286,-0.134
tsmc,1,0,1,24,1.571,-0.254
