org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,1,413.6371,0.0144,0.6573,413.6371
AMD,0,377.2206,0.0146,0.5994,377.2206
AMD,2,188.6685,0.0251,0.2998,188.6685
AMD,9,118.9686,0.0389,0.1890,118.9686
AMD,5,110.9035,0.0206,0.1762,110.9035
AMD,8,95.5558,0.0232,0.1518,95.5558
AMD,3,68.8844,0.0118,0.1095,68.8844
AMD,6,55.4068,0.0162,0.0880,55.4068
AMD,10,43.6720,0.0168,0.0694,43.6720
AMD,7,37.9206,0.0309,0.0603,37.9206
AMD,4,18.2965,0.0063,0.0291,18.2965
ASE,1,26.7971,0.0009,0.7420,26.7971
ASE,0,20.6131,0.0008,0.5708,20.6131
ASE,5,7.6246,0.0014,0.2111,7.6246
ASE,2,6.4076,0.0009,0.1774,6.4076
ASE,4,5.1230,0.0018,0.1419,5.1230
ASE,9,3.0119,0.0010,0.0834,3.0119
ASE,10,3.0119,0.0012,0.0834,3.0119
ASE,6,2.9550,0.0009,0.0818,2.9550
ASE,7,2.5280,0.0021,0.0700,2.5280
ASE,8,1.4369,0.0003,0.0398,1.4369
ASE,3,0.7251,0.0001,0.0201,0.7251
ASUS,1,183.4570,0.0064,0.7161,183.4570
ASUS,0,141.5436,0.0055,0.5525,141.5436
ASUS,9,67.0139,0.0219,0.2616,67.0139
ASUS,2,62.6522,0.0083,0.2446,62.6522
ASUS,5,47.8272,0.0089,0.1867,47.8272
ASUS,3,21.7530,0.0037,0.0849,21.7530
ASUS,8,21.5539,0.0052,0.0841,21.5539
ASUS,6,14.7752,0.0043,0.0577,14.7752
ASUS,7,6.7414,0.0055,0.0263,6.7414
ASUS,10,5.2708,0.0020,0.0206,5.2708
ASUS,4,2.9274,0.0010,0.0114,2.9274
AUO,1,70.7718,0.0025,0.7390,70.7718
AUO,0,61.1523,0.0024,0.6386,61.1523
AUO,3,10.8765,0.0019,0.1136,10.8765
AUO,5,9.7041,0.0018,0.1013,9.7041
AUO,8,8.6216,0.0021,0.0900,8.6216
AUO,2,6.4076,0.0009,0.0669,6.4076
AUO,6,5.1713,0.0015,0.0540,5.1713
AUO,7,5.0561,0.0041,0.0528,5.0561
AUO,4,4.3912,0.0015,0.0459,4.3912
AUO,9,3.7648,0.0012,0.0393,3.7648
AUO,10,3.0119,0.0012,0.0315,3.0119
Acer,1,108.5626,0.0038,0.7542,108.5626
Acer,0,85.8881,0.0033,0.5967,85.8881
Acer,9,26.3538,0.0086,0.1831,26.3538
Acer,2,18.5109,0.0025,0.1286,18.5109
Acer,6,12.5589,0.0037,0.0873,12.5589
Acer,5,12.4766,0.0023,0.0867,12.4766
Acer,3,11.6016,0.0020,0.0806,11.6016
Acer,8,7.9031,0.0019,0.0549,7.9031
Acer,4,2.1956,0.0008,0.0153,2.1956
Acer,10,1.5059,0.0006,0.0105,1.5059
Amkor,1,9.6195,0.0003,0.7763,9.6195
Amkor,0,6.8710,0.0003,0.5545,6.8710
Amkor,8,2.1554,0.0005,0.1739,2.1554
Amkor,5,2.0794,0.0004,0.1678,2.0794
Amkor,10,1.5059,0.0006,0.1215,1.5059
Amkor,2,1.4239,0.0002,0.1149,1.4239
Amkor,6,0.7388,0.0002,0.0596,0.7388
Apple,1,73.5202,0.0026,0.6719,73.5202
Apple,0,69.3976,0.0027,0.6342,69.3976
Apple,3,21.7530,0.0037,0.1988,21.7530
Apple,2,19.2228,0.0026,0.1757,19.2228
Apple,8,16.5247,0.0040,0.1510,16.5247
Apple,9,15.0593,0.0049,0.1376,15.0593
Apple,7,12.6402,0.0103,0.1155,12.6402
Apple,5,11.0904,0.0021,0.1014,11.0904
Apple,4,9.5142,0.0033,0.0870,9.5142
Apple,6,5.1713,0.0015,0.0473,5.1713
Apple,10,3.0119,0.0012,0.0275,3.0119
BMW,1,206.1315,0.0072,0.6485,206.1315
BMW,0,154.5986,0.0060,0.4864,154.5986
BMW,4,152.2272,0.0522,0.4789,152.2272
BMW,5,54.0655,0.0100,0.1701,54.0655
BMW,8,51.7295,0.0126,0.1628,51.7295
BMW,2,45.5652,0.0061,0.1434,45.5652
BMW,3,37.7051,0.0064,0.1186,37.7051
BMW,9,31.6246,0.0104,0.0995,31.6246
BMW,10,28.6127,0.0110,0.0900,28.6127
BMW,6,21.4240,0.0062,0.0674,21.4240
BMW,7,9.2695,0.0076,0.0292,9.2695
BOE,0,1042.3381,0.0403,0.7182,1042.3381
BOE,1,978.4373,0.0342,0.6742,978.4373
BOE,5,122.6871,0.0228,0.0845,122.6871
BOE,3,111.6652,0.0191,0.0769,111.6652
BOE,6,107.8586,0.0315,0.0743,107.8586
BOE,8,104.8959,0.0255,0.0723,104.8959
BOE,2,85.4348,0.0114,0.0589,85.4348
BOE,10,52.7076,0.0202,0.0363,52.7076
BOE,7,30.3364,0.0247,0.0209,30.3364
BOE,4,30.0063,0.0103,0.0207,30.0063
BOE,9,23.3419,0.0076,0.0161,23.3419
BYD,1,191.0152,0.0067,0.6764,191.0152
BYD,0,163.5310,0.0063,0.5790,163.5310
BYD,4,107.5837,0.0369,0.3809,107.5837
BYD,5,47.8272,0.0089,0.1694,47.8272
BYD,9,31.6246,0.0104,0.1120,31.6246
BYD,8,24.4278,0.0059,0.0865,24.4278
BYD,3,18.8526,0.0032,0.0668,18.8526
BYD,10,18.8241,0.0072,0.0667,18.8241
BYD,2,17.0870,0.0023,0.0605,17.0870
BYD,6,8.1263,0.0024,0.0288,8.1263
BYD,7,1.6854,0.0014,0.0060,1.6854
Bosch,1,3.4355,0.0001,0.7353,3.4355
Bosch,3,2.1753,0.0004,0.4656,2.1753
Bosch,0,2.0613,0.0001,0.4412,2.0613
Bosch,9,0.7530,0.0002,0.1612,0.7530
Bosch,5,0.6931,0.0001,0.1483,0.6931
CSOT,0,542.8128,0.0210,0.7180,542.8128
CSOT,1,508.4576,0.0178,0.6725,508.4576
CSOT,3,78.3107,0.0134,0.1036,78.3107
CSOT,6,59.8394,0.0175,0.0791,59.8394
CSOT,8,53.1664,0.0129,0.0703,53.1664
CSOT,2,51.9728,0.0069,0.0687,51.9728
CSOT,5,51.2929,0.0095,0.0678,51.2929
CSOT,10,18.8241,0.0072,0.0249,18.8241
CSOT,9,10.5415,0.0035,0.0139,10.5415
CSOT,4,9.5142,0.0033,0.0126,9.5142
CSOT,7,4.2134,0.0034,0.0056,4.2134
Continental,1,8.2453,0.0003,0.6545,8.2453
Continental,0,7.5582,0.0003,0.6000,7.5582
Continental,4,3.6593,0.0013,0.2905,3.6593
Continental,3,2.1753,0.0004,0.1727,2.1753
Continental,8,2.1554,0.0005,0.1711,2.1554
Continental,5,2.0794,0.0004,0.1651,2.0794
Continental,10,1.5059,0.0006,0.1195,1.5059
Continental,6,1.4775,0.0004,0.1173,1.4775
Continental,2,1.4239,0.0002,0.1130,1.4239
Corning,1,7.5582,0.0003,0.7915,7.5582
Corning,0,5.4968,0.0002,0.5757,5.4968
Corning,3,1.4502,0.0002,0.1519,1.4502
Corning,7,0.8427,0.0007,0.0883,0.8427
Corning,8,0.7185,0.0002,0.0752,0.7185
Corning,2,0.7120,0.0001,0.0746,0.7120
Dell,1,226.7446,0.0079,0.7396,226.7446
Dell,0,185.5183,0.0072,0.6051,185.5183
Dell,5,51.2929,0.0095,0.1673,51.2929
Dell,3,41.3306,0.0071,0.1348,41.3306
Dell,9,35.3894,0.0116,0.1154,35.3894
Dell,2,32.0380,0.0043,0.1045,32.0380
Dell,8,24.4278,0.0059,0.0797,24.4278
Dell,7,22.7523,0.0186,0.0742,22.7523
Dell,6,16.9914,0.0050,0.0554,16.9914
Dell,10,11.2945,0.0043,0.0368,11.2945
Dell,4,3.6593,0.0013,0.0119,3.6593
ETRI,1,105.8141,0.0037,0.8070,105.8141
ETRI,0,66.6492,0.0026,0.5083,66.6492
ETRI,5,35.3505,0.0066,0.2696,35.3505
ETRI,3,8.7012,0.0015,0.0664,8.7012
ETRI,10,7.5297,0.0029,0.0574,7.5297
ETRI,2,7.1196,0.0009,0.0543,7.1196
ETRI,8,6.4662,0.0016,0.0493,6.4662
ETRI,9,6.0237,0.0020,0.0459,6.0237
ETRI,6,5.1713,0.0015,0.0394,5.1713
ETRI,4,2.9274,0.0010,0.0223,2.9274
ETRI,7,2.5280,0.0021,0.0193,2.5280
HP,1,306.4488,0.0107,0.7030,306.4488
HP,0,255.6030,0.0099,0.5863,255.6030
HP,2,131.0000,0.0174,0.3005,131.0000
HP,9,76.0495,0.0249,0.1745,76.0495
HP,5,54.0655,0.0100,0.1240,54.0655
HP,8,46.7002,0.0113,0.1071,46.7002
HP,6,36.1991,0.0106,0.0830,36.1991
HP,3,34.0796,0.0058,0.0782,34.0796
HP,7,12.6402,0.0103,0.0290,12.6402
HP,10,8.2826,0.0032,0.0190,8.2826
HP,4,6.5868,0.0023,0.0151,6.5868
Harman,1,56.3426,0.0020,0.6850,56.3426
Harman,0,52.2200,0.0020,0.6348,52.2200
Harman,6,20.6852,0.0060,0.2515,20.6852
Harman,8,15.8062,0.0038,0.1922,15.8062
Harman,2,8.5435,0.0011,0.1039,8.5435
Harman,4,6.5868,0.0023,0.0801,6.5868
Harman,5,6.2383,0.0012,0.0758,6.2383
Harman,9,4.5178,0.0015,0.0549,4.5178
Harman,3,2.9004,0.0005,0.0353,2.9004
Harman,10,1.5059,0.0006,0.0183,1.5059
Harman,7,0.8427,0.0007,0.0102,0.8427
Innolux,1,49.4716,0.0017,0.7277,49.4716
Innolux,0,41.9134,0.0016,0.6165,41.9134
Innolux,5,11.7835,0.0022,0.1733,11.7835
Innolux,4,9.5142,0.0033,0.1399,9.5142
Innolux,8,7.9031,0.0019,0.1163,7.9031
Innolux,3,7.2510,0.0012,0.1067,7.2510
Innolux,7,5.8988,0.0048,0.0868,5.8988
Innolux,2,4.2717,0.0006,0.0628,4.2717
Innolux,10,3.0119,0.0012,0.0443,3.0119
Innolux,6,2.9550,0.0009,0.0435,2.9550
Innolux,9,1.5059,0.0005,0.0222,1.5059
JDI,0,74.2073,0.0029,0.7075,74.2073
JDI,1,67.3363,0.0024,0.6420,67.3363
JDI,6,23.6402,0.0069,0.2254,23.6402
JDI,8,10.7770,0.0026,0.1027,10.7770
JDI,3,10.1514,0.0017,0.0968,10.1514
JDI,2,9.2554,0.0012,0.0882,9.2554
JDI,5,7.6246,0.0014,0.0727,7.6246
JDI,7,5.8988,0.0048,0.0562,5.8988
JDI,10,1.5059,0.0006,0.0144,1.5059
JDI,4,1.4637,0.0005,0.0140,1.4637
KAIST,1,161.4696,0.0056,0.8025,161.4696
