term,cur,prev,diff,total,ma7,z_like
디스플레이,15,27,-12,209,12.571,0.534
tv,10,15,-5,263,14.0,-0.844
벤츠,7,0,7,70,1.0,3.0
세미파이브,7,0,7,9,1.143,2.831
lg전자,7,9,-2,322,12.0,-1.12
삼성전자,7,15,-8,380,13.714,-1.428
아이폰,5,4,1,83,4.286,0.233
애플,4,6,-2,211,5.0,-0.309
boe,4,4,0,69,5.857,-0.543
하이센스,3,0,3,13,0.429,1.554
nvidia,3,1,2,9,0.571,1.383
sk하이닉스,3,0,3,50,1.571,0.634
udc,3,8,-5,12,1.571,0.634
모니터,3,5,-2,95,3.143,-0.052
갤럭시,3,2,1,94,3.571,-0.198
스마트폰,3,1,2,109,3.857,-0.289
oled,3,7,-4,282,10.857,-1.829
인텔,2,1,1,46,0.714,0.697
카카오,2,1,1,15,0.857,0.593
엔비디아,2,3,-1,82,1.714,0.124
xr,2,5,-3,106,2.857,-0.319
kaist,1,0,1,26,0.143,0.622
ppi,1,0,1,6,0.143,0.622
lg화학,1,0,1,5,0.143,0.622
오포,1,0,1,4,0.143,0.622
벤큐,1,0,1,2,0.143,0.622
meta,1,0,1,1,0.143,0.622
노광기,1,0,1,1,0.143,0.622
패드,1,0,1,1,0.143,0.622
양산,1,0,1,20,0.286,0.465
intel,1,1,0,4,0.286,0.465
아이맥,1,1,0,3,0.429,0.345
도우인시스,1,4,-3,6,0.714,0.155
소니,1,0,1,12,1.0,0.0
올레드,1,1,0,19,1.143,-0.069
tcl,1,2,-1,11,1.143,-0.069
폴더블,1,3,-2,102,2.286,-0.512
노트북,1,3,-2,92,2.286,-0.512
구글,1,1,0,74,2.286,-0.512
모바일,1,1,0,49,3.571,-0.89
lg디스플레이,1,1,0,117,4.286,-1.07
