term,cur,prev,diff,total,ma7,z_like
삼성전자,52,29,23,655,25.143,4.466
tv,15,26,-11,470,18.571,-0.673
엔비디아,9,4,5,97,2.714,2.374
vr,8,0,8,14,1.286,3.146
애플,8,8,0,254,8.429,-0.11
kaist,7,0,7,27,1.857,2.177
lg전자,7,7,0,217,6.857,0.039
ar,6,3,3,32,1.429,2.082
xr,6,8,-2,137,4.429,0.506
카카오,5,1,4,16,0.857,2.151
삼성디스플레이,5,11,-6,113,3.714,0.439
공급망,4,1,3,50,1.143,1.381
폴더블,4,3,1,144,1.286,1.272
아이폰,4,1,3,97,1.571,1.078
디스플레이,4,13,-9,261,6.0,-0.58
oled,4,23,-19,402,13.0,-1.954
hp,3,1,2,70,1.286,0.803
갤럭시,3,1,2,74,2.571,0.165
노트북,3,7,-4,154,5.571,-0.765
ltpo,2,0,2,4,0.286,1.117
모바일,2,3,-1,35,0.857,0.593
모니터,2,2,0,80,1.571,0.19
소니,1,0,1,10,0.143,0.622
고효율,1,0,1,9,0.143,0.622
픽셀,1,0,1,3,0.143,0.622
미디어텍,1,0,1,1,0.143,0.622
저전력,1,0,1,1,0.143,0.622
sharp,1,1,0,5,0.286,0.465
boe,1,0,1,13,0.571,0.244
tsmc,1,4,-3,25,1.0,0.0
태블릿,1,1,0,21,1.143,-0.069
스마트폰,1,3,-2,105,1.286,-0.134
구글,1,0,1,48,1.286,-0.134
amd,1,4,-3,17,1.286,-0.134
인텔,1,1,0,43,1.429,-0.195
lg디스플레이,1,2,-1,134,3.143,-0.773
