term,cur,prev,diff,ma7,z_like,total,date
hp,15,0,15,2.429,4.914,74,2026-05-22
맥북,3,0,3,0.714,1.239,12,2026-05-22
xr,7,3,4,3.714,1.122,112,2026-05-22
모니터,15,53,-38,10.286,1.121,138,2026-05-22
amd,2,1,1,0.714,0.697,18,2026-05-22
boe,2,2,0,0.714,0.697,16,2026-05-22
nvidia,3,0,3,1.571,0.634,11,2026-05-22
수율,1,0,1,0.143,0.622,6,2026-05-22
파나소닉,1,0,1,0.143,0.622,8,2026-05-22
패드,1,0,1,0.143,0.622,3,2026-05-22
애플,6,4,2,4.286,0.558,202,2026-05-22
sharp,1,0,1,0.286,0.465,8,2026-05-22
설비투자,1,0,1,0.286,0.465,5,2026-05-22
lg화학,1,0,1,0.429,0.345,7,2026-05-22
vr,1,0,1,0.429,0.345,17,2026-05-22
소니,1,0,1,0.429,0.345,16,2026-05-22
마이크로소프트,1,1,0,0.429,0.345,13,2026-05-22
화웨이,1,1,0,0.429,0.345,9,2026-05-22
현대모비스,1,0,1,0.571,0.244,7,2026-05-22
갤럭시,2,2,0,1.571,0.19,66,2026-05-22
4k,1,1,0,0.714,0.155,20,2026-05-22
ar,1,0,1,0.857,0.074,29,2026-05-22
모바일,1,1,0,0.857,0.074,38,2026-05-22
노트북,4,4,0,4.0,0.0,141,2026-05-22
기아,1,2,-1,1.0,0.0,24,2026-05-22
엔비디아,6,9,-3,6.143,-0.041,105,2026-05-22
삼성전자,31,76,-45,31.286,-0.043,706,2026-05-22
스마트폰,4,6,-2,4.143,-0.047,93,2026-05-22
양산,1,2,-1,1.143,-0.069,19,2026-05-22
메타,1,5,-4,1.429,-0.195,25,2026-05-22
lg디스플레이,1,1,0,1.571,-0.254,116,2026-05-22
tv,10,2,8,11.143,-0.263,334,2026-05-22
sk하이닉스,1,2,-1,1.857,-0.363,45,2026-05-22
lg전자,9,26,-17,10.714,-0.401,257,2026-05-22
디스플레이,7,7,0,9.0,-0.5,241,2026-05-22
oled,3,12,-9,4.714,-0.541,345,2026-05-22
구글,4,23,-19,9.286,-1.306,114,2026-05-22
애플,14,6,8,5.714,2.444,204,2026-05-23
hp,11,15,-4,3.857,2.41,85,2026-05-23
레노버,5,0,5,2.0,1.243,36,2026-05-23
갤럭시,5,2,3,2.143,1.16,66,2026-05-23
퀄컴,2,0,2,0.429,0.95,20,2026-05-23
수율,2,1,1,0.429,0.95,8,2026-05-23
boe,3,2,1,1.143,0.898,19,2026-05-23
맥북,3,3,0,1.143,0.898,15,2026-05-23
vr,2,1,1,0.571,0.814,19,2026-05-23
모바일,3,1,2,1.286,0.803,35,2026-05-23
기아,3,1,2,1.429,0.716,27,2026-05-23
byd,1,0,1,0.143,0.622,10,2026-05-23
노키아,1,0,1,0.143,0.622,2,2026-05-23
씽크패드,1,0,1,0.143,0.622,2,2026-05-23
오포,1,0,1,0.143,0.622,2,2026-05-23
원익ips,1,0,1,0.143,0.622,1,2026-05-23
oled,7,3,4,5.143,0.568,289,2026-05-23
삼성디스플레이,1,0,1,0.286,0.465,38,2026-05-23
샤오미,1,0,1,0.286,0.465,9,2026-05-23
사이니지,1,0,1,0.429,0.345,17,2026-05-23
lg디스플레이,2,1,1,1.429,0.26,104,2026-05-23
양산,2,1,1,1.429,0.26,20,2026-05-23
dell,1,0,1,0.571,0.244,9,2026-05-23
폴더블,3,0,3,2.429,0.223,66,2026-05-23
메타,2,1,1,1.571,0.19,27,2026-05-23
현대모비스,1,1,0,0.714,0.155,8,2026-05-23
amd,1,2,-1,0.714,0.155,18,2026-05-23
게이밍모니터,1,0,1,0.857,0.074,6,2026-05-23
ar,1,1,0,0.857,0.074,30,2026-05-23
아이폰,1,0,1,1.0,0.0,49,2026-05-23
sk하이닉스,1,1,0,1.429,-0.195,39,2026-05-23
엔비디아,4,6,-2,4.857,-0.268,107,2026-05-23
xr,3,7,-4,3.857,-0.289,111,2026-05-23
스마트폰,3,4,-1,4.143,-0.377,88,2026-05-23
공급망,1,0,1,2.571,-0.604,54,2026-05-23
tv,5,10,-5,8.714,-0.94,329,2026-05-23
디스플레이,2,7,-5,5.143,-0.962,224,2026-05-23
노트북,1,4,-3,3.857,-0.964,140,2026-05-23
lg전자,3,9,-6,9.143,-1.527,239,2026-05-23
모니터,4,15,-11,10.857,-1.597,140,2026-05-23
삼성전자,17,31,-14,29.0,-1.879,690,2026-05-23
구글,1,4,-3,9.0,-2.0,114,2026-05-23
tsmc,2,0,2,0.286,1.117,17,2026-05-24
수율,3,2,1,0.857,1.113,10,2026-05-24
퀄컴,3,2,1,0.857,1.113,23,2026-05-24
미디어텍,1,0,1,0.143,0.622,3,2026-05-24
벤츠,1,0,1,0.143,0.622,9,2026-05-24
amd,2,1,1,1.0,0.5,20,2026-05-24
sk온,1,0,1,0.286,0.465,2,2026-05-24
해상도,1,0,1,0.714,0.155,5,2026-05-24
dell,1,1,0,0.714,0.155,10,2026-05-24
vr,1,2,-1,0.714,0.155,19,2026-05-24
기아,2,3,-1,1.714,0.124,29,2026-05-24
인텔,1,0,1,1.143,-0.069,55,2026-05-24
아이폰,1,1,0,1.143,-0.069,49,2026-05-24
boe,1,3,-2,1.286,-0.134,20,2026-05-24
맥북,1,3,-2,1.286,-0.134,16,2026-05-24
sk하이닉스,1,1,0,1.429,-0.195,38,2026-05-24
메타,1,2,-1,1.571,-0.254,28,2026-05-24
공급망,2,1,1,2.857,-0.319,54,2026-05-24
레노버,1,5,-4,2.143,-0.464,36,2026-05-24
