cluster_id,keywords
0,"스마트폰, 모니터, 반도체, 구글, 노트북, 카메라, OLED, 전기차, 특허, 공장, 서버, 플랫폼"
1,갤럭시
2,"미국, 하나, 연결, 증가, 문제, 협상, 폴더블, 현지, 구조, 점유율, 패널, 롯데하이마트, 조선대, 경쟁력, 65형, 솔루션, 32형, 최고점, 성과급, 상품, 공간, 외국, 계열사, 후보, 노조, 14개국, 소재, 자체, 투표, 확산, 클라우드, 탑재, 수준, 주식, 신규, 포함, 마이크, 라인, 모습, 추가, 신제품, 크기, 루체, 지원, 가능, 국채, 가능성, 구축, 계획"
3,애플
4,"소비, 설계, 적용, 환경, 생산, 집중, 개발, 투자, 효율, 매출, 시스템"
5,"달러, 비용"
6,중국
7,인프라
