term,cur,prev,diff,total,ma7,z_like
삼성전자,30,20,10,396,14.143,3.331
lg전자,17,13,4,292,8.143,2.298
lg화학,9,0,9,15,1.857,3.023
oled,9,8,1,229,7.286,0.463
애플,8,16,-8,312,9.857,-0.449
엔비디아,7,2,5,107,3.0,1.464
폴더블,7,17,-10,140,8.714,-0.434
모니터,5,2,3,85,2.857,0.797
아마존,4,0,4,8,0.714,1.781
ar,4,2,2,51,1.286,1.272
디스플레이,4,10,-6,206,9.286,-1.306
스마트폰,3,4,-1,85,2.857,0.053
갤럭시,3,2,1,61,3.143,-0.052
xr,3,5,-2,142,3.286,-0.102
sk하이닉스,3,4,-1,95,3.286,-0.102
노트북,3,12,-9,111,3.857,-0.289
선익시스템,2,0,2,25,0.286,1.117
올레드,2,0,2,33,0.429,0.95
하이센스,2,2,0,48,0.571,0.814
csot,2,1,1,12,0.571,0.814
sharp,2,0,2,19,0.857,0.593
hp,2,1,1,27,1.143,0.414
lg디스플레이,2,0,2,118,1.571,0.19
화웨이,1,0,1,6,0.143,0.622
dell,1,0,1,3,0.143,0.622
nvidia,1,0,1,2,0.143,0.622
postech,1,0,1,2,0.143,0.622
bmw,1,1,0,18,0.286,0.465
byd,1,0,1,18,0.286,0.465
kaist,1,0,1,13,0.286,0.465
miniled,1,1,0,2,0.286,0.465
생산량,1,1,0,2,0.286,0.465
인텔,1,0,1,29,0.571,0.244
amd,1,0,1,9,0.571,0.244
퀄컴,1,1,0,27,0.857,0.074
카카오,1,0,1,13,0.857,0.074
tcl,1,0,1,27,1.0,0.0
모바일,1,0,1,32,1.143,-0.069
레노버,1,4,-3,67,1.286,-0.134
구글,1,0,1,43,1.286,-0.134
메타,1,2,-1,29,1.571,-0.254
기아,1,1,0,23,1.571,-0.254
아이폰,1,7,-6,88,3.0,-0.732
tv,1,3,-2,228,3.143,-0.773
