term,cur,prev,diff,total,ma7,z_like
lg화학,9,0,9,15,1.857,3.023
아마존,4,0,4,8,0.714,1.781
엔비디아,7,2,5,107,3.0,1.464
ar,4,2,2,51,1.286,1.272
선익시스템,2,0,2,25,0.286,1.117
올레드,2,0,2,33,0.429,0.95
csot,2,1,1,12,0.571,0.814
하이센스,2,2,0,48,0.571,0.814
모니터,5,2,3,85,2.857,0.797
nvidia,1,0,1,2,0.143,0.622
postech,1,0,1,2,0.143,0.622
dell,1,0,1,3,0.143,0.622
화웨이,1,0,1,6,0.143,0.622
sharp,2,0,2,19,0.857,0.593
miniled,1,1,0,2,0.286,0.465
생산량,1,1,0,2,0.286,0.465
kaist,1,0,1,13,0.286,0.465
bmw,1,1,0,18,0.286,0.465
byd,1,0,1,18,0.286,0.465
hp,2,1,1,27,1.143,0.414
amd,1,0,1,9,0.571,0.244
인텔,1,0,1,29,0.571,0.244
lg디스플레이,2,0,2,118,1.571,0.19
카카오,1,0,1,13,0.857,0.074
퀄컴,1,1,0,27,0.857,0.074
tcl,1,0,1,27,1.0,0.0
갤럭시,3,2,1,61,3.143,-0.052
모바일,1,0,1,32,1.143,-0.069
구글,1,0,1,43,1.286,-0.134
기아,1,1,0,23,1.571,-0.254
