term,cur,prev,diff,total,ma7,z_like
tv,36,2,34,281,10.714,5.917
삼성전자,36,10,26,597,13.571,4.788
oled,25,8,17,329,14.714,2.127
레노버,12,0,12,61,3.286,3.098
요가,11,0,11,11,1.571,4.184
노트북,11,3,8,122,5.143,1.792
모니터,10,1,9,180,4.857,1.605
애플,9,4,5,163,4.857,1.293
디스플레이,9,2,7,190,6.571,0.682
lg전자,9,15,-6,290,12.143,-0.701
선익시스템,7,0,7,13,1.0,3.0
xr,7,12,-5,104,4.286,0.884
메타,6,1,5,30,1.571,1.965
원익ips,5,0,5,7,0.714,2.323
고성능,4,1,3,28,1.143,1.381
엔비디아,4,11,-7,212,17.143,-2.557
구글,3,0,3,116,0.857,1.113
갤럭시,3,2,1,58,1.714,0.557
공급망,3,0,3,56,2.143,0.348
증착,2,0,2,4,0.429,0.95
한미반도체,2,0,2,4,0.429,0.95
asus,2,1,1,13,1.0,0.5
아이폰,2,2,0,39,1.571,0.19
스마트폰,2,0,2,95,1.857,0.06
lg디스플레이,2,0,2,70,2.0,0.0
amd,2,0,2,34,2.143,-0.058
인텔,2,5,-3,64,4.429,-0.782
lcd,1,0,1,12,0.143,0.622
설비투자,1,0,1,5,0.143,0.622
저전력,1,0,1,5,0.143,0.622
yoga,1,0,1,1,0.143,0.622
갤럭시북,1,0,1,1,0.143,0.622
수율,1,0,1,12,0.286,0.465
스마트워치,1,0,1,5,0.286,0.465
알파벳,1,0,1,5,0.286,0.465
byd,1,0,1,8,0.429,0.345
마이크로소프트,1,0,1,6,0.429,0.345
도우인시스,1,1,0,3,0.429,0.345
올레드,1,0,1,45,0.714,0.155
딥엑스,1,0,1,9,0.714,0.155
화웨이,1,1,0,16,0.857,0.074
sk하이닉스,1,3,-2,47,1.714,-0.309
폴더블,1,2,-1,64,1.857,-0.363
삼성디스플레이,1,2,-1,67,2.714,-0.648
양산,1,2,-1,45,2.714,-0.648
퀄컴,1,3,-2,44,4.0,-1.0
