term,cur,prev,diff,ma7,z_like,total,date
디스플레이,39,4,35,11.857,6.109,297,2026-03-13
레노버,18,0,18,3.0,5.49,68,2026-03-13
oled,24,1,23,7.571,4.379,359,2026-03-13
생산능력,9,0,9,1.286,3.615,13,2026-03-13
fmm,7,0,7,1.143,2.831,8,2026-03-13
태블릿,7,4,3,1.857,2.177,15,2026-03-13
tsmc,4,0,4,0.857,1.632,15,2026-03-13
삼성디스플레이,3,0,3,0.571,1.383,65,2026-03-13
필립스,2,0,2,0.286,1.117,6,2026-03-13
맥북,8,7,1,5.143,0.874,92,2026-03-13
퀄컴,2,0,2,0.571,0.814,35,2026-03-13
아이패드,3,1,2,1.286,0.803,15,2026-03-13
byd,1,0,1,0.143,0.622,9,2026-03-13
fhd,1,0,1,0.143,0.622,7,2026-03-13
갤럭시탭,1,0,1,0.143,0.622,1,2026-03-13
올레드,1,0,1,0.143,0.622,6,2026-03-13
아이폰,5,4,1,3.429,0.551,61,2026-03-13
4k,1,0,1,0.286,0.465,4,2026-03-13
apple,1,0,1,0.286,0.465,3,2026-03-13
카카오,1,0,1,0.286,0.465,31,2026-03-13
엔비디아,3,7,-4,2.0,0.414,113,2026-03-13
asus,1,0,1,0.429,0.345,11,2026-03-13
저전력,1,0,1,0.429,0.345,5,2026-03-13
폴더블,4,5,-1,3.143,0.309,57,2026-03-13
양산,1,0,1,0.571,0.244,25,2026-03-13
딥엑스,1,0,1,0.714,0.155,5,2026-03-13
노트북,5,2,3,4.571,0.137,128,2026-03-13
공급망,1,1,0,1.0,0.0,23,2026-03-13
amd,1,5,-4,1.0,0.0,27,2026-03-13
xr,3,5,-2,3.571,-0.198,84,2026-03-13
애플,6,8,-2,7.0,-0.274,230,2026-03-13
sk하이닉스,2,5,-3,2.857,-0.319,65,2026-03-13
lg디스플레이,3,16,-13,4.143,-0.377,100,2026-03-13
갤럭시,3,4,-1,5.429,-0.729,249,2026-03-13
스마트폰,2,2,0,5.0,-0.927,116,2026-03-13
모니터,1,1,0,4.286,-1.07,131,2026-03-13
lg전자,2,3,-1,6.0,-1.16,223,2026-03-13
tv,5,4,1,13.857,-1.876,355,2026-03-13
삼성전자,4,10,-6,19.286,-2.835,431,2026-03-13
삼성디스플레이,20,1,19,3.571,5.685,72,2026-03-15
엔비디아,7,7,0,3.571,1.186,122,2026-03-15
lcd,3,1,2,0.857,1.113,24,2026-03-15
macbook,1,0,1,0.143,0.622,2,2026-03-15
byd,1,0,1,0.286,0.465,9,2026-03-15
iphone,1,0,1,0.286,0.465,3,2026-03-15
bmw,1,1,0,0.286,0.465,6,2026-03-15
apple,1,0,1,0.429,0.345,4,2026-03-15
vr,1,0,1,0.429,0.345,22,2026-03-15
모바일,1,0,1,0.429,0.345,47,2026-03-15
현대모비스,2,0,2,1.286,0.335,19,2026-03-15
sharp,1,1,0,0.571,0.244,11,2026-03-15
ar,2,2,0,1.571,0.19,34,2026-03-15
메타,1,0,1,0.714,0.155,19,2026-03-15
양산,1,1,0,0.857,0.074,24,2026-03-15
갤럭시,4,1,3,3.857,0.048,248,2026-03-15
tcl,1,0,1,1.0,0.0,85,2026-03-15
인텔,1,0,1,1.0,0.0,15,2026-03-15
생산능력,1,3,-2,1.857,-0.363,15,2026-03-15
아이폰,4,10,-6,5.286,-0.39,73,2026-03-15
oled,9,17,-8,11.0,-0.463,347,2026-03-15
구글,1,0,1,2.143,-0.464,63,2026-03-15
xr,2,4,-2,3.571,-0.544,89,2026-03-15
폴더블,2,5,-3,3.857,-0.627,60,2026-03-15
sk하이닉스,1,2,-1,2.857,-0.69,59,2026-03-15
애플,6,11,-5,9.0,-0.75,240,2026-03-15
노트북,1,2,-1,4.0,-1.0,121,2026-03-15
모니터,1,6,-5,4.143,-1.035,121,2026-03-15
lg디스플레이,1,4,-3,4.286,-1.07,101,2026-03-15
맥북,1,1,0,4.857,-1.204,94,2026-03-15
디스플레이,3,5,-2,11.714,-1.97,288,2026-03-15
tv,3,14,-11,15.143,-2.483,357,2026-03-15
삼성전자,4,12,-8,20.429,-2.976,426,2026-03-15
lg전자,8,0,8,4.429,1.15,212,2026-03-16
lg디스플레이,9,1,8,5.286,1.126,109,2026-03-16
엔비디아,7,7,0,4.571,0.774,121,2026-03-16
xr,6,2,4,3.857,0.723,94,2026-03-16
tcl,3,1,2,1.429,0.716,88,2026-03-16
vr,2,1,1,0.714,0.697,24,2026-03-16
바이두,1,0,1,0.143,0.622,3,2026-03-16
공급망,3,0,3,1.714,0.557,27,2026-03-16
ar,3,2,1,1.714,0.557,36,2026-03-16
oled,14,9,5,12.429,0.347,356,2026-03-16
모니터,5,1,4,4.857,0.045,120,2026-03-16
삼성전자,16,4,12,16.286,-0.057,432,2026-03-16
아이패드,1,0,1,1.286,-0.134,16,2026-03-16
구글,1,1,0,1.429,-0.195,63,2026-03-16
노트북,3,1,2,4.0,-0.333,120,2026-03-16
스마트폰,2,0,2,4.0,-0.667,115,2026-03-16
sk하이닉스,1,1,0,3.0,-0.732,58,2026-03-16
갤럭시,1,4,-3,3.714,-0.927,245,2026-03-16
아이폰,2,4,-2,5.286,-0.996,75,2026-03-16
폴더블,1,2,-1,4.0,-1.0,52,2026-03-16
애플,3,6,-3,8.857,-1.473,235,2026-03-16
tv,4,3,1,10.571,-1.546,356,2026-03-16
디스플레이,2,3,-1,10.286,-1.969,284,2026-03-16
엔비디아,24,7,17,8.0,4.179,145,2026-03-17
xr,13,6,7,5.429,2.274,105,2026-03-17
vr,5,2,3,1.286,1.741,28,2026-03-17
삼성전자,24,16,8,15.429,1.739,452,2026-03-17
모바일,3,0,3,0.571,1.383,50,2026-03-17
sk하이닉스,6,1,5,3.429,0.902,62,2026-03-17
노트북,6,3,3,3.429,0.902,125,2026-03-17
ar,4,3,1,2.0,0.828,40,2026-03-17
공급망,4,3,1,2.0,0.828,31,2026-03-17
asus,2,0,2,0.714,0.697,14,2026-03-17
csot,1,0,1,0.143,0.622,1,2026-03-17
ltpo,1,0,1,0.143,0.622,1,2026-03-17
z폴드,1,0,1,0.143,0.622,1,2026-03-17
벤큐,1,0,1,0.143,0.622,10,2026-03-17
에어팟,1,0,1,0.143,0.622,4,2026-03-17
화웨이,1,0,1,0.143,0.622,11,2026-03-17
구글,3,1,2,1.714,0.557,65,2026-03-17
인텔,1,0,1,0.286,0.465,16,2026-03-17
카카오,1,0,1,0.286,0.465,15,2026-03-17
게이밍모니터,1,0,1,0.429,0.345,3,2026-03-17
애플,9,3,6,7.857,0.301,239,2026-03-17
맥북,4,0,4,3.429,0.2,97,2026-03-17
boe,1,0,1,0.714,0.155,35,2026-03-17
퀄컴,1,0,1,0.714,0.155,33,2026-03-17
tcl,2,3,-1,1.714,0.124,90,2026-03-17
lcd,1,0,1,0.857,0.074,22,2026-03-17
태블릿,2,0,2,1.857,0.06,16,2026-03-17
amd,1,0,1,1.0,0.0,22,2026-03-17
tsmc,1,0,1,1.0,0.0,15,2026-03-17
현대모비스,1,0,1,1.0,0.0,20,2026-03-17
모니터,5,5,0,5.143,-0.044,122,2026-03-17
갤럭시,3,1,2,3.429,-0.15,248,2026-03-17
lg디스플레이,5,9,-4,5.714,-0.211,114,2026-03-17
oled,11,14,-3,12.0,-0.224,363,2026-03-17
레노버,2,0,2,2.857,-0.319,67,2026-03-17
아이폰,4,2,2,5.429,-0.429,76,2026-03-17
lg전자,2,8,-6,3.429,-0.501,213,2026-03-17
폴더블,2,1,1,3.714,-0.586,53,2026-03-17
