cluster_id,keywords
0,"설계, 아트, 미술, 프로젝트"
1,"반도체, 모니터"
2,"스마트폰, 미국, 소재, 갤럭시, 투자, 생산, 점유율, 개발, 게임, 공장, 결과, 때문, 대규모, 대상, 시간, 품질, 공간, 태양광, 계획, 하이닉스, 유럽, 익산, 시스템, 수준, 분석, 공정, 기존, 원재료, 증가, 주식, 부담, 예정, 달러, 관심, 생태계, 유지, 정기, 집중, 최신, 기회, 있도록, 디스플레이, 패널, 스토어, 엔비디아, 양산, 에너지, 폴더블, 최초, 전기차, 대형, 마이크, 환경, 나노, 회사, 추가, 흐름"
3,"애플, 아이폰"
4,노트북
5,이란
6,중국
7,서버
