term,cur,prev,diff,total,ma7,z_like
벤츠,32,1,31,84,11.143,4.808
vr,2,1,1,10,0.571,0.814
sk하이닉스,2,0,2,39,0.571,0.814
microsoft,1,0,1,1,0.143,0.622
고해상도,1,0,1,2,0.143,0.622
소니,1,0,1,5,0.143,0.622
수율,1,0,1,5,0.143,0.622
샤프,1,0,1,6,0.143,0.622
선익시스템,1,0,1,6,0.143,0.622
bmw,1,0,1,10,0.143,0.622
nvidia,1,0,1,16,0.143,0.622
샤오미,2,1,1,26,0.857,0.593
니트,1,1,0,2,0.286,0.465
저전력,1,1,0,4,0.286,0.465
사이니지,1,0,1,6,0.286,0.465
카카오,1,0,1,10,0.286,0.465
모바일,3,2,1,26,2.143,0.348
lcd,1,0,1,17,0.429,0.345
양산,1,0,1,10,0.571,0.244
삼성디스플레이,1,1,0,37,0.571,0.244
ar,2,1,1,39,1.857,0.06
amd,1,0,1,46,1.143,-0.069
lg디스플레이,1,1,0,81,1.143,-0.069
모니터,2,2,0,94,2.571,-0.219
boe,1,1,0,25,1.571,-0.254
스마트폰,3,2,1,71,4.571,-0.501
lg전자,3,2,1,207,6.714,-1.034
