term,cur,prev,diff,ma7,z_like,total
엔비디아,20,5,15,4.0,5.333,75
모니터,18,1,17,3.714,4.88,88
oled,31,3,28,13.429,3.767,273
설비투자,7,0,7,1.143,2.831,12
노트북,12,4,8,4.571,2.367,109
kaist,5,0,5,0.714,2.323,26
디스플레이,20,11,9,13.0,1.52,247
레노버,3,0,3,0.571,1.383,13
수율,3,1,2,0.571,1.383,5
퀄컴,2,0,2,0.286,1.117,10
맥북,3,0,3,0.857,1.113,26
amd,2,0,2,0.429,0.95,12
고성능,2,0,2,0.571,0.814,21
아이폰,3,0,3,1.286,0.803,58
양산,3,0,3,1.571,0.634,66
sk하이닉스,3,3,0,1.571,0.634,59
4k,1,0,1,0.143,0.622,1
불량률,1,0,1,0.143,0.622,1
스마트폰,4,3,1,2.429,0.614,68
공급망,2,0,2,0.857,0.593,16
인텔,2,0,2,0.857,0.593,66
asus,1,0,1,0.286,0.465,13
샤프,1,0,1,0.286,0.465,4
xr,3,3,0,2.0,0.414,62
샤오미,1,1,0,0.429,0.345,5
선익시스템,2,0,2,1.571,0.19,32
아마존,2,0,2,1.571,0.19,21
갤럭시,5,7,-2,4.429,0.184,93
lcd,1,0,1,0.714,0.155,59
폴더블,1,0,1,0.714,0.155,48
hp,1,2,-1,0.714,0.155,31
모바일,1,2,-1,1.0,0.0,26
애플,7,1,6,7.143,-0.039,169
vr,1,0,1,1.143,-0.069,23
boe,2,0,2,2.429,-0.168,36
tv,11,15,-4,17.429,-1.242,340
삼성전자,7,13,-6,13.714,-1.428,426
lg전자,4,20,-16,10.429,-1.52,246
