cluster_id,keywords
0,중국
1,"미국, 구글, 신제품, 점유율, 탑재, 폴더블, 유럽, 소재, 디스플레이, OLEDos, 영화, 솔루션, 설계, 닷컴, 시스템, 계획, 이란, OLED, 북미, 하이센스, 무선, 비즈니스, 여름, 양산, 게임, 위해, 소비, 공간, 변화, 감소, 직원, 차량용, 밝기, 수집, 시가총액, 롱비치, 대형, 혜택, 구조, 도입, 소개, 공정, 마음, 대규모, 생태계, 방안, 크게, 실시간, 연간, 있었다, 환경, 사례, 시그니처, 가능, 국민, 플랫폼, 기업들, 공개, 메모리, 개선, 사장, 카메라"
2,"애플, 스마트폰, 아이폰"
3,"가격, 할인, 비용"
4,"작업, 개발, 생산, 효율, 수익성, 기술력, 분석, 업무"
5,인프라
6,투명
7,"모니터, 반도체, 노트북, 인텔"
