term,cur,prev,diff,ma7,z_like,total,date
엔비디아,3,5,-2,3.714,-0.244,226,2026-06-19
boe,1,6,-5,1.714,-0.309,36,2026-06-19
oled,3,6,-3,4.429,-0.46,291,2026-06-19
삼성디스플레이,1,17,-16,2.571,-0.604,65,2026-06-19
폴더블,1,10,-9,3.429,-0.852,69,2026-06-19
lg디스플레이,1,3,-2,4.286,-1.07,94,2026-06-19
삼성전자,12,10,2,20.714,-1.57,535,2026-06-19
lg전자,25,12,13,9.857,3.658,268,2026-06-20
sk하이닉스,7,4,3,2.429,1.787,58,2026-06-20
아이폰,8,2,6,3.286,1.676,60,2026-06-20
oled,11,3,8,5.429,1.673,290,2026-06-20
게이밍모니터,3,1,2,0.571,1.383,11,2026-06-20
애플,13,12,1,8.143,1.26,184,2026-06-20
갤럭시,5,4,1,2.143,1.16,54,2026-06-20
공급망,3,1,2,1.571,0.634,41,2026-06-20
모니터,3,5,-2,1.571,0.634,110,2026-06-20
etri,1,0,1,0.143,0.622,17,2026-06-20
롤러블,1,0,1,0.143,0.622,2,2026-06-20
스마트워치,1,0,1,0.143,0.622,4,2026-06-20
해상도,1,0,1,0.143,0.622,3,2026-06-20
tcl,2,2,0,1.0,0.5,29,2026-06-20
csot,1,0,1,0.286,0.465,2,2026-06-20
고성능,1,0,1,0.286,0.465,14,2026-06-20
asus,1,1,0,0.286,0.465,12,2026-06-20
양산,2,3,-1,1.143,0.414,49,2026-06-20
메타,1,0,1,0.429,0.345,28,2026-06-20
수율,1,0,1,0.429,0.345,14,2026-06-20
아마존,1,0,1,0.429,0.345,4,2026-06-20
모바일,2,4,-2,1.286,0.335,28,2026-06-20
sharp,1,0,1,0.571,0.244,14,2026-06-20
카카오,1,1,0,0.571,0.244,15,2026-06-20
lcd,1,1,0,0.714,0.155,10,2026-06-20
bmw,1,2,-1,0.714,0.155,15,2026-06-20
인텔,2,7,-5,1.857,0.06,54,2026-06-20
스마트폰,3,3,0,3.0,0.0,79,2026-06-20
레노버,1,0,1,1.143,-0.069,84,2026-06-20
ar,2,4,-2,2.286,-0.114,34,2026-06-20
폴더블,3,1,2,3.571,-0.198,69,2026-06-20
구글,1,3,-2,1.571,-0.254,61,2026-06-20
올레드,1,11,-10,1.714,-0.309,42,2026-06-20
삼성디스플레이,2,1,1,2.857,-0.319,67,2026-06-20
boe,1,1,0,1.857,-0.363,35,2026-06-20
엔비디아,1,3,-2,3.429,-0.852,218,2026-06-20
디스플레이,3,10,-7,6.571,-1.002,173,2026-06-20
xr,3,10,-7,9.286,-1.553,151,2026-06-20
tv,5,13,-8,12.857,-1.713,280,2026-06-20
삼성전자,4,12,-8,19.714,-2.889,463,2026-06-20
host,1,0,1,0.143,0.622,1,2026-06-21
샤오미,1,0,1,0.429,0.345,18,2026-06-21
sk하이닉스,2,7,-5,2.429,-0.168,59,2026-06-21
스마트폰,2,3,-1,2.857,-0.319,77,2026-06-21
갤럭시,1,5,-4,2.286,-0.512,53,2026-06-21
lg전자,7,25,-18,10.0,-0.721,266,2026-06-21
엔비디아,1,1,0,3.286,-0.813,213,2026-06-21
아이폰,1,8,-7,3.429,-0.852,61,2026-06-21
노트북,1,0,1,3.714,-0.927,109,2026-06-21
애플,2,13,-11,7.714,-1.513,180,2026-06-21
tv,2,5,-3,13.0,-2.388,272,2026-06-21
삼성전자,5,4,1,19.714,-2.705,437,2026-06-21
폴더블,7,0,7,4.286,0.884,73,2026-06-22
엔비디아,6,1,5,4.0,0.667,215,2026-06-22
맥북,1,0,1,0.143,0.622,20,2026-06-22
아이패드,1,0,1,0.143,0.622,3,2026-06-22
잉크젯,1,0,1,0.143,0.622,4,2026-06-22
스마트폰,4,2,2,2.857,0.425,78,2026-06-22
csot,1,0,1,0.429,0.345,3,2026-06-22
hp,1,0,1,0.571,0.244,21,2026-06-22
공급망,2,0,2,1.714,0.124,42,2026-06-22
양산,1,0,1,1.286,-0.134,47,2026-06-22
애플,8,2,6,8.571,-0.145,174,2026-06-22
노트북,3,1,2,3.429,-0.15,111,2026-06-22
구글,1,0,1,1.429,-0.195,57,2026-06-22
모바일,1,0,1,1.429,-0.195,25,2026-06-22
sk하이닉스,2,2,0,2.714,-0.27,60,2026-06-22
모니터,1,0,1,1.714,-0.309,92,2026-06-22
인텔,1,0,1,1.714,-0.309,55,2026-06-22
lg전자,8,7,1,10.0,-0.481,271,2026-06-22
ar,1,0,1,2.429,-0.558,33,2026-06-22
oled,3,0,3,4.857,-0.58,283,2026-06-22
lg디스플레이,2,0,2,3.714,-0.586,92,2026-06-22
디스플레이,3,0,3,5.714,-0.801,167,2026-06-22
하이센스,1,0,1,5.714,-1.39,42,2026-06-22
삼성전자,10,5,5,19.571,-1.765,430,2026-06-22
tv,1,2,-1,11.571,-2.402,268,2026-06-22
oled,28,3,25,8.429,5.014,309,2026-06-23
lg디스플레이,16,2,14,4.143,3.906,108,2026-06-23
서피스,10,0,10,2.714,2.752,21,2026-06-23
사이니지,6,0,6,0.857,2.67,9,2026-06-23
sk하이닉스,12,2,10,4.286,2.513,71,2026-06-23
디스플레이,17,3,14,7.714,2.458,183,2026-06-23
lg전자,22,8,14,12.429,2.115,288,2026-06-23
모니터,8,1,7,2.714,1.996,99,2026-06-23
애플,14,8,6,9.286,1.165,185,2026-06-23
폴더블,8,7,1,4.429,1.15,80,2026-06-23
필립스,2,0,2,0.286,1.117,3,2026-06-23
bmw,3,0,3,1.0,1.0,18,2026-06-23
tsmc,2,0,2,0.429,0.95,19,2026-06-23
롤러블,2,0,2,0.429,0.95,4,2026-06-23
lcd,2,0,2,0.714,0.697,12,2026-06-23
lg화학,1,0,1,0.143,0.622,3,2026-06-23
ul,1,0,1,0.143,0.622,2,2026-06-23
vr,1,0,1,0.143,0.622,10,2026-06-23
두산로보틱스,1,0,1,0.143,0.622,4,2026-06-23
오포,1,0,1,0.143,0.622,5,2026-06-23
현대자동차,1,0,1,0.143,0.622,1,2026-06-23
양산,3,1,2,1.714,0.557,50,2026-06-23
공급망,3,2,1,1.714,0.557,43,2026-06-23
아이폰,5,0,5,3.571,0.494,64,2026-06-23
고성능,1,0,1,0.286,0.465,15,2026-06-23
고효율,1,0,1,0.286,0.465,3,2026-06-23
맥북,1,1,0,0.286,0.465,20,2026-06-23
퀄컴,2,0,2,1.143,0.414,42,2026-06-23
엔비디아,5,6,-1,3.857,0.386,220,2026-06-23
sharp,1,0,1,0.429,0.345,14,2026-06-23
카카오,1,0,1,0.429,0.345,16,2026-06-23
화웨이,1,0,1,0.429,0.345,14,2026-06-23
에어팟,2,0,2,1.571,0.19,11,2026-06-23
boe,2,0,2,1.714,0.124,31,2026-06-23
레노버,1,0,1,0.857,0.074,79,2026-06-23
스마트폰,3,4,-1,2.857,0.053,81,2026-06-23
마이크로소프트,1,0,1,1.143,-0.069,12,2026-06-23
구글,1,1,0,1.286,-0.134,56,2026-06-23
모바일,1,1,0,1.429,-0.195,26,2026-06-23
xr,8,0,8,9.143,-0.284,147,2026-06-23
삼성전자,15,10,5,16.714,-0.337,440,2026-06-23
인텔,1,1,0,1.857,-0.363,55,2026-06-23
노트북,2,3,-1,3.286,-0.457,112,2026-06-23
ar,1,1,0,2.286,-0.512,34,2026-06-23
하이센스,2,1,1,5.286,-0.996,44,2026-06-23
tv,5,1,4,9.571,-1.117,271,2026-06-23
asus,6,0,6,1.143,2.348,18,2026-06-24
노트북,10,2,8,4.143,1.93,120,2026-06-24
모니터,9,8,1,3.714,1.806,105,2026-06-24
엔비디아,10,5,5,4.429,1.795,229,2026-06-24
삼성전자,18,15,3,10.571,1.747,442,2026-06-24
메타,4,0,4,0.857,1.632,28,2026-06-24
kaist,4,0,4,1.0,1.5,26,2026-06-24
lg전자,21,22,-1,14.143,1.44,306,2026-06-24
oled,15,28,-13,9.429,1.369,322,2026-06-24
boe,4,2,2,2.0,0.828,35,2026-06-24
woled,1,0,1,0.143,0.622,1,2026-06-24
폴더블,7,8,-1,5.143,0.568,85,2026-06-24
아이폰,6,5,1,4.286,0.558,70,2026-06-24
byd,1,0,1,0.286,0.465,11,2026-06-24
비보,1,0,1,0.286,0.465,6,2026-06-24
샤오미,1,0,1,0.286,0.465,18,2026-06-24
해상도,1,0,1,0.286,0.465,3,2026-06-24
양산,3,3,0,2.143,0.348,51,2026-06-24
맥북,1,1,0,0.429,0.345,21,2026-06-24
애플,12,14,-2,10.714,0.301,191,2026-06-24
디스플레이,9,17,-8,8.143,0.222,192,2026-06-24
ar,2,1,1,1.857,0.06,35,2026-06-24
공급망,2,3,-1,1.857,0.06,44,2026-06-24
sk하이닉스,5,12,-7,5.0,0.0,75,2026-06-24
스마트폰,3,3,0,3.143,-0.052,79,2026-06-24
구글,1,1,0,1.286,-0.134,56,2026-06-24
마이크로소프트,1,1,0,1.286,-0.134,13,2026-06-24
tv,5,5,0,6.429,-0.404,269,2026-06-24
lg디스플레이,2,16,-14,3.429,-0.501,110,2026-06-24
서피스,1,10,-9,2.857,-0.69,22,2026-06-24
삼성디스플레이,1,0,1,3.0,-0.732,67,2026-06-24
xr,2,8,-6,8.714,-1.699,148,2026-06-24
tv,40,5,35,10.143,7.135,283,2026-06-25
올레드,16,0,16,4.0,4.0,37,2026-06-25
메타,6,4,2,1.571,1.965,32,2026-06-25
lg전자,27,21,6,17.429,1.85,326,2026-06-25
퀄컴,3,0,3,0.857,1.113,44,2026-06-25
oled,15,15,0,10.714,1.003,329,2026-06-25
sharp,2,0,2,0.571,0.814,16,2026-06-25
폴더블,7,7,0,4.714,0.721,92,2026-06-25
양산,4,3,1,2.286,0.682,55,2026-06-25
boe,3,4,-1,1.571,0.634,38,2026-06-25
4k,1,0,1,0.143,0.622,29,2026-06-25
proart,1,0,1,0.143,0.622,4,2026-06-25
z폴드,1,0,1,0.143,0.622,2,2026-06-25
니트,1,0,1,0.143,0.622,2,2026-06-25
선익시스템,1,0,1,0.143,0.622,20,2026-06-25
태블릿,1,0,1,0.143,0.622,15,2026-06-25
lg화학,1,0,1,0.286,0.465,3,2026-06-25
asus,2,6,-4,1.429,0.26,20,2026-06-25
모니터,5,9,-4,4.429,0.184,107,2026-06-25
삼성디스플레이,1,1,0,0.714,0.155,68,2026-06-25
갤럭시,2,0,2,1.714,0.124,46,2026-06-25
노트북,4,10,-6,3.857,0.048,120,2026-06-25
스마트폰,3,3,0,3.0,0.0,75,2026-06-25
구글,1,1,0,1.143,-0.069,53,2026-06-25
삼성전자,10,18,-8,10.571,-0.134,439,2026-06-25
아이폰,3,6,-3,3.571,-0.198,71,2026-06-25
xr,3,2,1,3.714,-0.244,148,2026-06-25
공급망,1,2,-1,1.714,-0.309,45,2026-06-25
sk하이닉스,4,5,-1,5.143,-0.35,77,2026-06-25
애플,8,12,-4,9.857,-0.449,196,2026-06-25
lg디스플레이,2,2,0,3.286,-0.457,111,2026-06-25
엔비디아,2,10,-8,4.0,-0.667,230,2026-06-25
디스플레이,3,9,-6,6.429,-0.97,193,2026-06-25
