term,cur,diff,z_like
lg전자,39,31,8.01
boe,10,9,3.59
아이폰,13,8,3.17
ar,9,8,2.03
폴더블,9,6,1.81
삼성전자,27,8,1.68
스마트폰,8,5,1.68
애플,15,8,1.50
