term,cur,prev,diff,ma7,z_like,total
lg전자,39,8,31,8.143,8.007,243
boe,10,1,9,1.714,3.588,27
아이폰,13,5,8,3.714,3.172,129
ar,9,1,8,3.286,2.032,56
폴더블,9,3,6,3.714,1.806,127
삼성전자,27,19,8,18.143,1.684,517
스마트폰,8,3,5,3.286,1.676,99
애플,15,7,8,9.0,1.5,268
양산,5,9,-4,2.286,1.081,76
인텔,3,0,3,1.0,1.0,44
샤오미,2,1,1,0.714,0.697,16
모바일,3,2,1,1.571,0.634,62
apple,1,0,1,0.143,0.622,6
백플레인,1,0,1,0.143,0.622,1
kaist,1,0,1,0.286,0.465,15
sharp,1,0,1,0.286,0.465,11
sk하이닉스,3,1,2,2.0,0.414,72
화웨이,1,0,1,0.429,0.345,13
공급망,1,1,0,0.429,0.345,35
hp,1,0,1,0.571,0.244,14
lcd,1,0,1,0.714,0.155,36
tv,7,7,0,6.857,0.039,317
xr,3,1,2,3.143,-0.052,109
엔비디아,2,0,2,2.143,-0.058,168
노트북,5,19,-14,5.286,-0.087,135
갤럭시,4,2,2,5.143,-0.35,104
lg디스플레이,3,0,3,4.143,-0.377,137
구글,2,1,1,3.857,-0.627,77
레노버,2,16,-14,3.857,-0.627,80
디스플레이,3,10,-7,5.286,-0.693,200
oled,4,13,-9,7.286,-0.888,299
모니터,5,3,2,8.571,-0.909,194
기아,1,2,-1,4.143,-1.035,47
