term,cur,prev,diff,ma7,z_like,total
아이폰,7,3,4,2.857,1.54,80
폴더블,9,7,2,5.286,1.126,114
구글,3,3,0,1.429,0.716,51
sharp,2,1,1,0.714,0.697,19
도우인시스,1,0,1,0.143,0.622,7
딥엑스,1,0,1,0.143,0.622,4
아마존,1,0,1,0.143,0.622,5
xr,3,1,2,1.714,0.557,136
갤럭시,4,1,3,2.571,0.549,54
샤오미,1,0,1,0.286,0.465,7
에어팟,1,0,1,0.286,0.465,13
오포,1,0,1,0.286,0.465,7
노키아,1,1,0,0.286,0.465,2
모바일,2,1,1,1.143,0.414,30
양산,2,3,-1,1.286,0.335,37
현대모비스,1,1,0,0.571,0.244,7
카카오,1,2,-1,0.571,0.244,11
boe,1,2,-1,1.0,0.0,36
삼성디스플레이,1,0,1,1.286,-0.134,38
hp,1,2,-1,1.286,-0.134,24
sk하이닉스,3,9,-6,3.429,-0.15,87
노트북,2,1,1,2.429,-0.168,103
tcl,1,0,1,1.429,-0.195,31
삼성전자,6,6,0,6.857,-0.237,380
lg디스플레이,2,1,1,3.143,-0.412,121
tv,3,8,-5,4.286,-0.419,280
애플,11,14,-3,13.286,-0.492,298
엔비디아,1,4,-3,2.286,-0.512,127
스마트폰,1,1,0,3.0,-0.732,78
디스플레이,7,26,-19,10.714,-0.869,210
lg전자,3,7,-4,6.0,-0.87,270
oled,4,20,-16,7.286,-0.888,254
