term,cur,prev,diff,ma7,z_like,total
양산,35,1,34,5.429,8.88,51
주사율,11,0,11,1.571,4.184,11
lg디스플레이,23,0,23,7.571,4.113,143
노트북,18,0,18,5.857,3.55,140
sk하이닉스,8,1,7,2.857,1.912,67
퀄컴,7,0,7,2.714,1.619,51
lcd,5,0,5,2.0,1.243,32
lg전자,6,1,5,2.857,1.168,179
아이폰,7,6,1,4.714,0.721,97
byd,1,0,1,0.143,0.622,5
아이패드,1,0,1,0.143,0.622,15
요가,1,0,1,0.143,0.622,10
수율,1,0,1,0.286,0.465,8
올레드,1,0,1,0.286,0.465,8
에어팟,1,1,0,0.429,0.345,4
아마존,1,1,0,0.571,0.244,9
ar,2,2,0,1.571,0.19,34
화웨이,1,0,1,0.714,0.155,15
스마트폰,3,3,0,2.857,0.053,118
맥북,1,1,0,1.143,-0.069,91
현대모비스,1,6,-5,1.429,-0.195,28
디스플레이,7,2,5,7.857,-0.225,273
공급망,1,0,1,1.714,-0.309,36
갤럭시,2,4,-2,3.143,-0.412,243
폴더블,4,2,2,5.429,-0.429,83
삼성디스플레이,1,0,1,2.429,-0.558,65
레노버,1,1,0,2.429,-0.558,81
vr,2,0,2,3.857,-0.627,38
tv,2,0,2,5.143,-0.962,288
모니터,1,2,-1,4.143,-1.035,138
애플,5,6,-1,9.286,-1.059,244
xr,1,1,0,5.0,-1.236,116
oled,4,0,4,9.429,-1.334,357
삼성전자,7,5,2,20.714,-2.47,491
