term,cur,prev,diff,ma7,z_like,total
디스플레이,29,12,17,7.714,5.635,267
tv,22,2,20,7.143,4.045,374
삼성전자,33,8,25,16.429,3.279,648
엔비디아,13,12,1,5.0,2.472,90
sk하이닉스,4,2,2,1.571,1.078,49
lg전자,14,18,-4,9.857,1.001,220
하이센스,2,0,2,0.429,0.95,10
tcl,3,1,2,1.143,0.898,27
두산로보틱스,1,0,1,0.143,0.622,1
마이크로소프트,1,0,1,0.143,0.622,13
시스코,1,0,1,0.143,0.622,2
씽크패드,1,0,1,0.143,0.622,1
amd,1,0,1,0.286,0.465,14
byd,1,0,1,0.286,0.465,14
메타,1,0,1,0.286,0.465,22
설비투자,1,0,1,0.286,0.465,4
프로아트,1,0,1,0.286,0.465,3
lg화학,1,1,0,0.286,0.465,11
레노버,2,1,1,1.143,0.414,24
아마존,1,2,-1,0.429,0.345,9
vr,1,0,1,0.571,0.244,17
amoled,1,3,-2,0.571,0.244,5
lg디스플레이,3,3,0,2.571,0.165,119
카카오,1,0,1,0.714,0.155,20
아이폰,1,1,0,0.714,0.155,53
태블릿,1,1,0,0.714,0.155,20
ar,1,0,1,0.857,0.074,31
퀄컴,1,1,0,0.857,0.074,22
hp,1,1,0,1.0,0.0,66
스마트폰,3,5,-2,3.429,-0.15,86
xr,2,4,-2,2.429,-0.168,116
소니,1,3,-2,1.429,-0.195,18
구글,3,2,1,4.0,-0.333,66
갤럭시,1,3,-2,2.143,-0.464,65
애플,4,7,-3,5.857,-0.543,226
인텔,1,1,0,2.429,-0.558,59
폴더블,1,2,-1,2.429,-0.558,94
노트북,2,2,0,3.857,-0.627,132
oled,4,10,-6,9.143,-1.278,357
