term,cur,prev,diff,ma7,z_like,total
디스플레이,16,12,4,5.714,3.034,203
노트북,8,1,7,3.143,1.752,100
asus,2,0,2,0.286,1.117,14
ar,3,0,3,1.0,1.0,44
레노버,2,1,1,0.714,0.697,84
bmw,4,11,-7,2.286,0.682,23
google,1,0,1,0.143,0.622,1
woled,1,0,1,0.143,0.622,5
리벨리온,1,0,1,0.143,0.622,1
지멘스,1,0,1,0.143,0.622,1
tsmc,1,0,1,0.286,0.465,21
오포,1,1,0,0.286,0.465,5
주사율,1,0,1,0.429,0.345,12
현대모비스,2,1,1,1.429,0.26,64
양산,1,0,1,0.571,0.244,17
갤럭시,1,1,0,0.714,0.155,93
구글,1,0,1,1.0,0.0,66
아이폰,1,1,0,1.857,-0.363,78
lg디스플레이,4,1,3,5.429,-0.429,142
xr,1,3,-2,2.143,-0.464,87
애플,2,5,-3,3.714,-0.586,169
폴더블,1,3,-2,2.571,-0.604,98
스마트폰,1,7,-6,2.571,-0.604,110
모바일,1,10,-9,3.571,-0.89,74
oled,7,12,-5,11.0,-0.927,297
tv,8,7,1,12.286,-0.951,295
삼성전자,14,32,-18,20.571,-1.187,456
lg전자,6,2,4,12.0,-1.344,329
모니터,1,4,-3,11.286,-2.359,186
