date,topic_id,avg_sentiment,article_count
2025-10-19,0,0.5098,30
2025-10-19,1,0.5094,28
2025-10-19,2,0.5098,30
2025-10-19,3,0.5094,28
2025-10-19,4,0.5096,26
2025-10-19,5,0.5094,28
2025-10-19,6,0.5098,30
2025-10-19,7,0.5099,29
2025-10-19,8,0.5098,30
2025-10-19,9,0.5098,30
2025-10-19,10,0.5093,25
2025-10-19,11,0.5094,28
