term,cur,prev,diff,total,ma7,z_like
구글,6,3,3,63,3.0,1.098
메타,2,0,2,21,0.429,0.95
amd,2,0,2,31,0.429,0.95
갤럭시북,1,0,1,2,0.143,0.622
리벨리온,1,0,1,2,0.143,0.622
엔비디아,3,1,2,173,1.714,0.557
byd,1,0,1,4,0.286,0.465
수율,1,0,1,5,0.429,0.345
아마존,1,0,1,8,0.429,0.345
아이폰,5,1,4,109,4.286,0.233
갤럭시,3,1,2,147,2.429,0.223
현대모비스,1,0,1,30,0.714,0.155
스마트폰,2,0,2,108,1.857,0.06
소니,1,0,1,12,1.143,-0.069
bmw,1,0,1,15,1.143,-0.069
공급망,1,1,0,38,1.143,-0.069
인텔,1,0,1,37,1.714,-0.309
벤츠,1,0,1,25,2.714,-0.648
삼성디스플레이,1,1,0,98,5.429,-1.33
