term,cur,prev,diff,total,ma7,z_like
구글,6,3,3,63,3.0,1.098
oled,6,13,-7,335,12.143,-1.37
아이폰,5,1,4,109,4.286,0.233
삼성전자,5,32,-27,528,16.286,-2.241
엔비디아,3,1,2,173,1.714,0.557
갤럭시,3,1,2,147,2.429,0.223
애플,3,10,-7,269,8.429,-1.391
amd,2,0,2,31,0.429,0.95
메타,2,0,2,21,0.429,0.95
스마트폰,2,0,2,108,1.857,0.06
모바일,2,15,-13,70,3.143,-0.412
디스플레이,2,3,-1,224,3.571,-0.544
노트북,2,3,-1,127,5.286,-0.996
갤럭시북,1,0,1,2,0.143,0.622
리벨리온,1,0,1,2,0.143,0.622
byd,1,0,1,4,0.286,0.465
아마존,1,0,1,8,0.429,0.345
수율,1,0,1,5,0.429,0.345
현대모비스,1,0,1,30,0.714,0.155
공급망,1,1,0,38,1.143,-0.069
bmw,1,0,1,15,1.143,-0.069
소니,1,0,1,12,1.143,-0.069
선익시스템,1,5,-4,17,1.571,-0.254
인텔,1,0,1,37,1.714,-0.309
xr,1,2,-1,115,2.714,-0.648
벤츠,1,0,1,25,2.714,-0.648
폴더블,1,6,-5,106,4.286,-1.07
삼성디스플레이,1,1,0,98,5.429,-1.33
모니터,1,3,-2,169,9.143,-2.024
lg전자,1,8,-7,244,18.571,-3.309
