term,cur,prev,diff,total,ma7,z_like
메타,4,2,2,18,1.0,1.5
tcl,3,1,2,46,0.857,1.113
공급망,2,0,2,19,0.571,0.814
xr,4,1,3,58,2.143,0.754
디스플레이,11,3,8,257,8.143,0.741
수출입,1,0,1,1,0.143,0.622
고효율,1,0,1,2,0.143,0.622
qled,1,0,1,6,0.143,0.622
한미반도체,1,0,1,6,0.143,0.622
세미파이브,1,0,1,11,0.143,0.622
생산량,1,1,0,2,0.286,0.465
생산능력,1,0,1,4,0.286,0.465
아마존,1,0,1,11,0.286,0.465
모바일,1,0,1,68,1.286,-0.134
lcd,1,1,0,41,1.714,-0.309
lg디스플레이,2,1,1,135,3.286,-0.457
갤럭시,3,3,0,80,4.857,-0.58
kaist,1,0,1,27,3.0,-0.732
hp,1,1,0,51,3.429,-0.852
