term,cur,prev,diff,total,ma7,z_like
lg전자,32,5,27,389,19.429,2.325
인텔,12,5,7,49,3.429,3.006
디스플레이,11,3,8,257,8.143,0.741
tv,7,11,-4,384,10.571,-0.84
애플,6,9,-3,166,7.0,-0.274
삼성전자,6,11,-5,538,13.714,-1.64
노트북,5,8,-3,112,5.0,0.0
메타,4,2,2,18,1.0,1.5
xr,4,1,3,58,2.143,0.754
모니터,4,7,-3,214,5.857,-0.543
tcl,3,1,2,46,0.857,1.113
구글,3,4,-1,52,3.857,-0.289
갤럭시,3,3,0,80,4.857,-0.58
oled,3,7,-4,480,11.714,-1.97
공급망,2,0,2,19,0.571,0.814
sk하이닉스,2,4,-2,37,1.857,0.06
lg디스플레이,2,1,1,135,3.286,-0.457
세미파이브,1,0,1,11,0.143,0.622
qled,1,0,1,6,0.143,0.622
한미반도체,1,0,1,6,0.143,0.622
고효율,1,0,1,2,0.143,0.622
수출입,1,0,1,1,0.143,0.622
아마존,1,0,1,11,0.286,0.465
생산능력,1,0,1,4,0.286,0.465
생산량,1,1,0,2,0.286,0.465
양산,1,2,-1,27,0.857,0.074
모바일,1,0,1,68,1.286,-0.134
amd,1,2,-1,35,1.429,-0.195
lcd,1,1,0,41,1.714,-0.309
fhd,1,8,-7,14,1.857,-0.363
현대모비스,1,5,-4,33,2.0,-0.414
폴더블,1,3,-2,85,2.571,-0.604
kaist,1,0,1,27,3.0,-0.732
hp,1,1,0,51,3.429,-0.852
스마트폰,1,5,-4,90,4.857,-1.204
레노버,1,4,-3,115,8.286,-1.878
