term,cur,prev,diff,ma7,z_like,total
아마존,4,0,4,0.571,1.953,7
vr,1,0,1,0.429,0.345,14
태블릿,1,0,1,0.429,0.345,21
tsmc,1,1,0,0.429,0.345,26
공급망,1,1,0,0.429,0.345,23
노트북,3,0,3,2.429,0.223,90
올레드,1,0,1,1.143,-0.069,20
스마트폰,3,2,1,3.714,-0.244,110
삼성디스플레이,2,0,2,2.857,-0.319,100
애플,4,1,3,5.143,-0.35,210
갤럭시,2,1,1,3.429,-0.501,92
lg전자,10,3,7,12.286,-0.507,316
폴더블,1,1,0,2.429,-0.558,91
모니터,1,1,0,2.714,-0.648,95
아이폰,1,2,-1,4.286,-1.07,81
tv,7,3,4,14.0,-1.476,261
oled,3,0,3,11.0,-1.853,257
디스플레이,1,0,1,10.286,-2.207,193
삼성전자,3,10,-7,14.429,-2.382,337
