term,cur,prev,diff,total,ma7,z_like
oled,20,13,7,282,9.286,2.647
스마트폰,15,3,12,85,3.571,3.955
구글,14,3,11,65,4.0,3.333
현대모비스,13,7,6,52,4.143,2.918
삼성전자,12,12,0,377,10.571,0.336
디스플레이,9,8,1,191,4.429,1.473
애플,8,9,-1,213,6.857,0.316
레노버,8,18,-10,110,7.0,0.274
벤츠,7,26,-19,148,4.857,0.669
노트북,6,2,4,105,6.143,-0.041
tv,6,10,-4,204,6.571,-0.16
갤럭시,5,0,5,78,2.857,0.797
lg디스플레이,5,16,-11,111,4.143,0.282
엔비디아,4,3,1,134,2.429,0.614
삼성디스플레이,4,1,3,146,4.0,0.0
기아,4,0,4,58,4.0,0.0
올레드,3,0,3,21,0.714,1.239
폴더블,3,3,0,111,3.571,-0.198
xr,3,1,2,107,3.714,-0.244
lg전자,3,2,1,223,8.429,-1.391
롤러블,2,0,2,4,0.286,1.117
8k,2,0,2,5,0.429,0.95
vr,2,0,2,15,0.571,0.814
lcd,2,0,2,23,0.714,0.697
양산,2,1,1,28,1.0,0.5
생산량,1,0,1,3,0.143,0.622
시야각,1,0,1,1,0.143,0.622
엘지디스플레이,1,1,0,2,0.286,0.465
공급망,1,0,1,22,0.571,0.244
boe,1,2,-1,34,0.714,0.155
4k,1,0,1,11,0.714,0.155
tsmc,1,0,1,18,1.0,0.0
ar,1,0,1,36,1.571,-0.254
인텔,1,0,1,56,1.857,-0.363
메타,1,4,-3,29,2.857,-0.69
모니터,1,18,-17,93,4.0,-1.0
