--- Sentiment Scaling Log (2026-06-29) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Set_Manufacturer): score_raw=0.4469 -> score_final=0.4469
Topic 0 (Set_Manufacturer): score_raw=0.4531 -> score_final=0.4531
Topic 0 (Set_Manufacturer): score_raw=0.4533 -> score_final=0.4533
Topic 0 (Set_Manufacturer): score_raw=0.4666 -> score_final=0.4666
Topic 0 (Set_Manufacturer): score_raw=0.4470 -> score_final=0.4470
Topic 0 (Set_Manufacturer): score_raw=0.4647 -> score_final=0.4647
Topic 0 (Set_Manufacturer): score_raw=0.4505 -> score_final=0.4505
Topic 0 (Set_Manufacturer): score_raw=0.4563 -> score_final=0.4563
Topic 0 (Set_Manufacturer): score_raw=0.4565 -> score_final=0.4565
Topic 0 (Set_Manufacturer): score_raw=0.4531 -> score_final=0.4531
Topic 0 (Set_Manufacturer): score_raw=0.4539 -> score_final=0.4539
Topic 0 (Set_Manufacturer): score_raw=0.4548 -> score_final=0.4548
Topic 0 (Set_Manufacturer): score_raw=0.4619 -> score_final=0.4619
Topic 0 (Set_Manufacturer): score_raw=0.4531 -> score_final=0.4531
Topic 0 (Set_Manufacturer): score_raw=0.4481 -> score_final=0.4481
Topic 0 (Set_Manufacturer): score_raw=0.4529 -> score_final=0.4529
Topic 0 (Set_Manufacturer): score_raw=0.4573 -> score_final=0.4573
Topic 0 (Set_Manufacturer): score_raw=0.4519 -> score_final=0.4519
Topic 0 (Set_Manufacturer): score_raw=0.4529 -> score_final=0.4529
Topic 0 (Set_Manufacturer): score_raw=0.4581 -> score_final=0.4581
Topic 0 (Set_Manufacturer): score_raw=0.4490 -> score_final=0.4490
Topic 0 (Set_Manufacturer): score_raw=0.4509 -> score_final=0.4509
Topic 0 (Set_Manufacturer): score_raw=0.4651 -> score_final=0.4651
Topic 0 (Set_Manufacturer): score_raw=0.4548 -> score_final=0.4548
Topic 0 (Set_Manufacturer): score_raw=0.4465 -> score_final=0.4465
Topic 0 (Set_Manufacturer): score_raw=0.4455 -> score_final=0.4455
Topic 0 (Set_Manufacturer): score_raw=0.4515 -> score_final=0.4515
Topic 0 (Set_Manufacturer): score_raw=0.4568 -> score_final=0.4568
Topic 0 (Set_Manufacturer): score_raw=0.4458 -> score_final=0.4458
Topic 0 (Set_Manufacturer): score_raw=0.4531 -> score_final=0.4531
Topic 0 (Set_Manufacturer): score_raw=0.4380 -> score_final=0.4380
Topic 0 (Set_Manufacturer): score_raw=0.4647 -> score_final=0.4647
Topic 0 (Set_Manufacturer): score_raw=0.4492 -> score_final=0.4492
Topic 0 (Set_Manufacturer): score_raw=0.4601 -> score_final=0.4601
Topic 0 (Set_Manufacturer): score_raw=0.4606 -> score_final=0.4606
Topic 0 (Set_Manufacturer): score_raw=0.4526 -> score_final=0.4526
Topic 0 (Set_Manufacturer): score_raw=0.4597 -> score_final=0.4597
Topic 0 (Set_Manufacturer): score_raw=0.4621 -> score_final=0.4621
Topic 0 (Set_Manufacturer): score_raw=0.4497 -> score_final=0.4497
Topic 0 (Set_Manufacturer): score_raw=0.4590 -> score_final=0.4590
Topic 0 (Set_Manufacturer): score_raw=0.4627 -> score_final=0.4627
Topic 0 (Set_Manufacturer): score_raw=0.4539 -> score_final=0.4539
Topic 0 (Set_Manufacturer): score_raw=0.4392 -> score_final=0.4392
