term,cur,prev,diff,ma7,z_like,total
sk온,9,0,9,1.286,3.615,10
고성능,5,0,5,0.714,2.323,15
샤프,2,0,2,0.286,1.117,2
올레드,2,0,2,0.286,1.117,7
samsung,3,3,0,0.857,1.113,9
