term,cur,prev,diff,ma7,z_like,total
삼성전자,7,1,6,2.286,1.877,65
amd,3,0,3,0.571,1.383,4
에릭슨,2,0,2,0.286,1.117,2
화웨이,2,0,2,0.286,1.117,4
갤럭시,4,0,4,1.714,0.99,23
폴더블,4,2,2,1.857,0.907,18
boe,2,0,2,0.571,0.814,16
구글,2,0,2,0.571,0.814,10
애플,9,1,8,6.714,0.636,56
엔비디아,1,0,1,0.143,0.622,8
퀄컴,1,0,1,0.286,0.465,10
lg전자,2,0,2,1.571,0.19,24
ar,2,0,2,1.857,0.06,31
삼성,21,2,19,21.857,-0.151,306
lg디스플레이,4,0,4,4.857,-0.268,71
oled,4,2,2,6.0,-0.58,126
한화,1,0,1,2.857,-0.69,29
lg,6,1,5,26.429,-3.327,242
