term,cur,prev,diff,total,ma7,z_like
tv,27,33,-6,439,20.286,1.22
hp,24,0,24,68,4.571,6.191
소니,20,24,-4,69,8.571,2.91
tcl,18,19,-1,88,7.0,3.017
애플,12,5,7,164,6.286,1.629
디스플레이,11,8,3,243,4.571,2.049
oled,11,27,-16,496,15.571,-0.924
xr,10,2,8,62,2.429,2.959
스마트폰,8,1,7,94,3.571,1.532
삼성전자,7,7,0,482,8.571,-0.4
lg전자,6,10,-4,365,7.286,-0.348
현대모비스,5,2,3,36,1.0,2.0
ar,5,0,5,33,1.286,1.741
lg디스플레이,5,1,4,108,2.143,1.16
모니터,4,1,3,221,3.143,0.309
삼성디스플레이,4,16,-12,161,3.286,0.254
노트북,4,4,0,137,5.857,-0.543
올레드,3,0,3,38,0.571,1.383
벤큐,3,0,3,9,0.571,1.383
boe,3,1,2,23,1.286,0.803
갤럭시,3,6,-3,78,2.571,0.165
아이폰,3,4,-1,62,2.571,0.165
양산,2,0,2,35,1.286,0.335
폴더블,2,2,0,73,1.714,0.124
퀄컴,1,0,1,29,0.143,0.622
해상도,1,0,1,8,0.143,0.622
아마존,1,0,1,7,0.143,0.622
고해상도,1,0,1,2,0.143,0.622
benq,1,0,1,1,0.143,0.622
공급망,1,0,1,19,0.429,0.345
메타,1,0,1,20,0.571,0.244
모바일,1,3,-2,62,1.429,-0.195
구글,1,0,1,56,2.0,-0.414
레노버,1,14,-13,106,2.571,-0.604
sk하이닉스,1,1,0,51,2.857,-0.69
