date,topic_id,avg_sentiment,article_count
2025-10-16,0,0.5252,28
2025-10-16,1,0.5238,28
2025-10-16,2,0.5232,28
2025-10-16,3,0.5239,30
2025-10-16,4,0.5236,28
2025-10-16,5,0.5239,30
2025-10-16,6,0.5259,25
2025-10-16,7,0.5237,29
