term,cur,prev,diff,ma7,z_like,total
구글,6,1,5,1.143,2.348,19
oled,8,0,8,3.429,1.603,139
lg,9,4,5,4.286,1.535,266
삼성전자,14,22,-8,9.429,1.123,126
lg전자,7,7,0,3.714,1.122,50
ar,2,0,2,0.286,1.117,31
게이밍,2,0,2,0.286,1.117,12
선익시스템,2,0,2,0.286,1.117,5
엔비디아,3,1,2,0.857,1.113,11
애플,5,3,2,2.714,0.863,82
폴더블,3,0,3,1.286,0.803,27
imid,1,0,1,0.143,0.622,1
meta,1,0,1,0.143,0.622,1
고성능,1,0,1,0.143,0.622,11
수율,1,0,1,0.143,0.622,2
주사율,1,0,1,0.143,0.622,3
픽셀,1,0,1,0.143,0.622,2
삼성,11,15,-4,8.571,0.618,362
퀄컴,2,0,2,0.857,0.593,17
lg디스플레이,3,1,2,1.714,0.557,76
boe,1,0,1,0.286,0.465,15
byd,1,0,1,0.286,0.465,6
tcl,1,0,1,0.286,0.465,2
인텔,1,0,1,0.286,0.465,9
samsung,1,1,0,0.286,0.465,3
차세대,2,5,-3,1.143,0.414,44
apple,1,0,1,0.429,0.345,4
갤럭시,1,1,0,0.714,0.155,26
현대차,1,0,1,1.0,0.0,25
sk하이닉스,1,2,-1,1.286,-0.134,26
한화,1,8,-7,1.286,-0.134,38
