term,cur,prev,diff,ma7,z_like,total
tv,40,5,35,10.143,7.135,283
올레드,16,0,16,4.0,4.0,37
메타,6,4,2,1.571,1.965,32
lg전자,27,21,6,17.429,1.85,326
퀄컴,3,0,3,0.857,1.113,44
oled,15,15,0,10.714,1.003,329
sharp,2,0,2,0.571,0.814,16
폴더블,7,7,0,4.714,0.721,92
양산,4,3,1,2.286,0.682,55
boe,3,4,-1,1.571,0.634,38
4k,1,0,1,0.143,0.622,29
proart,1,0,1,0.143,0.622,4
z폴드,1,0,1,0.143,0.622,2
니트,1,0,1,0.143,0.622,2
선익시스템,1,0,1,0.143,0.622,20
태블릿,1,0,1,0.143,0.622,15
lg화학,1,0,1,0.286,0.465,3
asus,2,6,-4,1.429,0.26,20
모니터,5,9,-4,4.429,0.184,107
삼성디스플레이,1,1,0,0.714,0.155,68
갤럭시,2,0,2,1.714,0.124,46
노트북,4,10,-6,3.857,0.048,120
스마트폰,3,3,0,3.0,0.0,75
구글,1,1,0,1.143,-0.069,53
삼성전자,10,18,-8,10.571,-0.134,439
아이폰,3,6,-3,3.571,-0.198,71
xr,3,2,1,3.714,-0.244,148
공급망,1,2,-1,1.714,-0.309,45
sk하이닉스,4,5,-1,5.143,-0.35,77
애플,8,12,-4,9.857,-0.449,196
lg디스플레이,2,2,0,3.286,-0.457,111
엔비디아,2,10,-8,4.0,-0.667,230
디스플레이,3,9,-6,6.429,-0.97,193
