cluster_id,keywords
0,"애플, 스마트폰, 미국, 솔루션, 폴더블, 연말, 양산, 국립중앙박물관, 기술력, 신규, 구글, 마이크, 생산, 아트, 모듈, 통합, 갤럭시, 스포츠, 높이, 전망, 점유율, 대규모, 카메라, 계획, 전력, 있도록, 브랜드, 소프트웨어, 개발, 위해, 클라우드, 공간, 인재, 허제홍, 게이밍, 구조, 결과, 본격, 최초, 라인, 대상, 증가, 혜택, 상황, 전환, 정보, 경영, 집중, 최신, 탑재, 선정, 사례, 결정, 크게, 소재, 제조, 디자, 문제, 업황, 사회, 구축, 플랫폼, 패널"
1,"노트북, 모니터"
2,"기부, 산타, 선물"
3,"전기차, 에너지, 효율, 전기"
4,"지급률, 가격"
5,"환경, 분석, 생태계"
6,중국
7,반도체
