term,cur,prev,diff,ma7,z_like,total,date
디스플레이,27,12,15,11.286,3.605,207,2025-12-19
udc,8,0,8,1.143,3.314,9,2025-12-19
도우인시스,4,0,4,0.571,1.953,5,2025-12-19
기아,4,0,4,0.857,1.632,66,2025-12-19
vr,2,0,2,0.429,0.95,14,2025-12-19
모니터,5,6,-1,2.714,0.863,105,2025-12-19
asus,2,0,2,0.571,0.814,19,2025-12-19
intel,1,0,1,0.143,0.622,3,2025-12-19
갤럭시z플립,1,0,1,0.143,0.622,1,2025-12-19
폭스바겐,1,0,1,0.143,0.622,3,2025-12-19
tcl,2,2,0,1.0,0.5,10,2025-12-19
nvidia,1,0,1,0.286,0.465,8,2025-12-19
메타,1,1,0,0.286,0.465,31,2025-12-19
아이맥,1,1,0,0.286,0.465,2,2025-12-19
xr,5,2,3,3.714,0.439,104,2025-12-19
애플,6,10,-4,4.857,0.357,210,2025-12-19
엔비디아,3,2,1,2.143,0.348,87,2025-12-19
노트북,3,2,1,2.286,0.284,94,2025-12-19
퀄컴,1,0,1,0.571,0.244,39,2025-12-19
아이패드,1,1,0,0.571,0.244,27,2025-12-19
인텔,1,1,0,0.571,0.244,46,2025-12-19
카카오,1,2,-1,0.571,0.244,13,2025-12-19
tv,15,33,-18,13.857,0.242,263,2025-12-19
amd,2,7,-5,1.571,0.19,18,2025-12-19
tsmc,1,0,1,0.714,0.155,25,2025-12-19
고성능,1,3,-2,0.714,0.155,30,2025-12-19
삼성전자,15,23,-8,14.714,0.059,387,2025-12-19
폴더블,3,4,-1,2.857,0.053,109,2025-12-19
아이폰,4,9,-5,3.857,0.048,79,2025-12-19
올레드,1,0,1,1.0,0.0,18,2025-12-19
레노버,3,8,-5,3.286,-0.102,96,2025-12-19
삼성디스플레이,2,3,-1,3.0,-0.366,158,2025-12-19
boe,4,5,-1,5.571,-0.468,73,2025-12-19
구글,1,2,-1,2.286,-0.512,73,2025-12-19
lcd,3,3,0,4.714,-0.541,48,2025-12-19
lg전자,9,19,-10,11.429,-0.554,331,2025-12-19
oled,7,35,-28,10.857,-0.898,311,2025-12-19
모바일,1,0,1,3.714,-0.927,49,2025-12-19
hp,1,10,-9,3.714,-0.927,48,2025-12-19
갤럭시,2,8,-6,5.429,-1.03,91,2025-12-19
스마트폰,1,5,-4,4.429,-1.104,108,2025-12-19
lg디스플레이,1,17,-16,4.429,-1.104,116,2025-12-19
벤츠,7,0,7,1.0,3.0,70,2025-12-20
세미파이브,7,0,7,1.143,2.831,9,2025-12-20
하이센스,3,0,3,0.429,1.554,13,2025-12-20
nvidia,3,1,2,0.571,1.383,9,2025-12-20
인텔,2,1,1,0.714,0.697,46,2025-12-20
sk하이닉스,3,0,3,1.571,0.634,50,2025-12-20
udc,3,8,-5,1.571,0.634,12,2025-12-20
kaist,1,0,1,0.143,0.622,26,2025-12-20
lg화학,1,0,1,0.143,0.622,5,2025-12-20
meta,1,0,1,0.143,0.622,1,2025-12-20
ppi,1,0,1,0.143,0.622,6,2025-12-20
노광기,1,0,1,0.143,0.622,1,2025-12-20
벤큐,1,0,1,0.143,0.622,2,2025-12-20
오포,1,0,1,0.143,0.622,4,2025-12-20
패드,1,0,1,0.143,0.622,1,2025-12-20
카카오,2,1,1,0.857,0.593,15,2025-12-20
디스플레이,15,27,-12,12.571,0.534,209,2025-12-20
양산,1,0,1,0.286,0.465,20,2025-12-20
intel,1,1,0,0.286,0.465,4,2025-12-20
아이맥,1,1,0,0.429,0.345,3,2025-12-20
아이폰,5,4,1,4.286,0.233,83,2025-12-20
도우인시스,1,4,-3,0.714,0.155,6,2025-12-20
엔비디아,2,3,-1,1.714,0.124,82,2025-12-20
소니,1,0,1,1.0,0.0,12,2025-12-20
모니터,3,5,-2,3.143,-0.052,95,2025-12-20
올레드,1,1,0,1.143,-0.069,19,2025-12-20
tcl,1,2,-1,1.143,-0.069,11,2025-12-20
갤럭시,3,2,1,3.571,-0.198,94,2025-12-20
스마트폰,3,1,2,3.857,-0.289,109,2025-12-20
애플,4,6,-2,5.0,-0.309,211,2025-12-20
xr,2,5,-3,2.857,-0.319,106,2025-12-20
구글,1,1,0,2.286,-0.512,74,2025-12-20
노트북,1,3,-2,2.286,-0.512,92,2025-12-20
폴더블,1,3,-2,2.286,-0.512,102,2025-12-20
boe,4,4,0,5.857,-0.543,69,2025-12-20
tv,10,15,-5,14.0,-0.844,263,2025-12-20
모바일,1,1,0,3.571,-0.89,49,2025-12-20
lg디스플레이,1,1,0,4.286,-1.07,117,2025-12-20
lg전자,7,9,-2,12.0,-1.12,322,2025-12-20
삼성전자,7,15,-8,13.714,-1.428,380,2025-12-20
oled,3,7,-4,10.857,-1.829,282,2025-12-20
설비투자,1,0,1,0.143,0.622,2,2025-12-21
tsmc,1,0,1,0.286,0.465,26,2025-12-21
샤오미,1,0,1,0.286,0.465,11,2025-12-21
화웨이,1,0,1,0.286,0.465,17,2025-12-21
공급망,1,0,1,0.429,0.345,22,2025-12-21
양산,1,1,0,0.429,0.345,20,2025-12-21
아이패드,1,0,1,0.571,0.244,27,2025-12-21
sk하이닉스,2,3,-1,1.571,0.19,50,2025-12-21
도우인시스,1,1,0,0.857,0.074,7,2025-12-21
amd,1,0,1,1.714,-0.309,16,2025-12-21
엔비디아,1,2,-1,1.857,-0.363,67,2025-12-21
스마트폰,2,3,-1,3.429,-0.501,108,2025-12-21
구글,1,1,0,2.286,-0.512,73,2025-12-21
