term,cur,diff,z_like
갤럭시,19,17,4.69
구글,14,12,3.92
알파벳,10,10,3.74
lcd,8,8,2.60
스마트폰,11,6,2.26
애플,14,10,2.26
레노버,17,17,1.73
amd,6,5,1.57
